id,name,group_id
2070,Krippen-Zubehör,304
2071,LED-Dekofigur,304
2072,Buddhafigur,304
2073,Dekosäule,304
2074,Schneekugel,304
2075,Weihnachtsfigur,304
2076,Afrikafigur,304
2077,Nikolausstiefel,304
2078,Wichteltür,304
2079,Dekogeweih,305
2080,Hängedekoration,306
2081,Blumenampel,306
2082,Hänge-Weihnachtsbaum,306
2083,Dekohänger,306
2084,Baumbehang,306
2085,Traumfänger,306
2086,Dekokamin,307
2087,Tischfeuer,307
2088,Echtfeuer-Dekokamin,307
2089,Dekokranz,308
2090,Adventskranz,308
2091,Osterkranz,308
2092,Bastelkranz,308
2093,Tischkranz,308
2094,Magnetfolie,309
2095,Dekorationsfolie,309
2096,Möbelfolie,309
2097,Plotterfolie,309
2098,Dekorierstift,310
2099,Dekoteller,311
2100,Dekoschale,311
2101,Dekotablett,311
2102,Dekoschüssel,311
2103,Dekoetagere,311
2104,Dekostern,312
2105,Deo-Set,313
2106,Deo-Stift,313
2107,Bodyspray,313
2108,Deo-Körperpuder,313
2109,Deo-Zerstäuber,313
2110,Deo-Spray,313
2111,Deo-Roller,313
2112,Deo-Pumpspray,313
2113,Deo-Creme,313
2114,Deo-Kristall,313
2115,Dermaroller,314
2116,Micro-Needling,314
2117,Microderm Tool,314
2118,iMac Pro,315
2119,Mini-PC,315
2120,Mac Studio,315
2121,Gaming-PC,315
2122,Mac Pro,315
2123,iMac,315
2124,All-in-One PC,315
2125,PC-Set,315
2126,Mini-PC Barebone,315
2127,All-in-One workstation,315
2128,Barebone-PC,315
2129,PC,315
2130,Mac Mini,315
2131,Business-PC,315
2132,Diabetrachter,316
2133,Diaprojektor,317
2134,Diarahmen,318
2135,Duschdichtung,319
2136,Türbodendichtung,319
2137,Dichtlippe,319
2138,Magnetdichtlippe,319
2139,Backofendichtung,319
2140,Kühlschrankdichtung,319
2141,Fugenversiegler,320
2142,Dichtungskitt,320
2143,Fugenfueller,320
2144,Silikon,320
2145,Fugenfarbe,320
2146,Fertigspachtel,320
2147,Reparaturmasse,320
2148,Spachtelpulver,320
2149,Maleracryl,320
2150,Dichtstoff,320
2151,Anschlussdichtungsband,321
2152,Fugendichtband,321
2153,Nageldichtband,321
2154,Luftdichtungsmanschette,321
2155,Türdichtband,321
2156,Dichtungsband,321
2157,Wannenabdichtband,321
2158,Gewindedichtband,321
2159,Profildichtungsband,321
2160,Dichtungsring,322
2161,Schnellkochtopf-Dichtungsring,322
2162,Dichtbandschelle,323
2163,Dichtschelle,323
2164,Digitaler Bilderrahmen,324
2165,Digitaler Schlüsselanhänger,324
2166,Datenkassette,325
2167,Diskette,325
2168,Datenband,325
2169,Displayschutzglas,326
2170,Displayschutzfolie,326
2171,Kameraschutzglas,326
2172,Flüssiger Displayschutz,326
2173,Tablet-Dockingstation,327
2174,Konsolen-Dockingstation,327
2175,Handy-Dockingstation,327
2176,Laptop-Dockingstation,327
2177,Smartphone-Dockingstation,327
2178,Festplatten-Dockingstation,327
2179,Ringbuchmappe,328
2180,Schreibmappe,328
2181,Konferenzmappe,328
2182,Organisationsmappe,328
2183,Fächermappe,328
2184,Bewerbungsmappe,328
2185,Konzepthalter,328
2186,Klemmtafel,328
2187,Elektrischer Dosenöffner,329
2188,Multiöffner,329
2189,Dosenöffner,329
2190,Pflasterspender,330
2191,Wattestäbchenspender,330
2192,Hygienebeutelspender,330
2193,Seifenspender,330
2194,Spülmittelspender,330
2195,Desinfektionsmittelspender,330
2196,Wattepadspender,330
2197,Papiertuchspender,330
2198,Ersatz-Pumpkopf,330
2199,Geleespender,330
2200,Zahnstocherspender,330
2201,Tampon- und Bindenspender,330
2202,Tamponspender,330
2203,Quetschhülse,331
2204,Drahtseilklemme,331
2205,Drechselbank,332
2206,Minidrehmaschine,333
2207,Drehmaschine,333
2208,Tischdrehmaschine,333
2209,Präzionsdrehmaschine,333
2210,Feindrehmaschine,333
2211,Drehstahl,334
2212,Dreirad,335
2213,Tricopter,336
2214,Zubehör Drohne,336
2215,Unterwasser-Drohne,336
2216,Quadrocopter,336
2217,Hexacopter,336
2218,Spielzeug-Drohne,336
2219,Drohne,336
2220,Octocopter,336
2221,Bedienrädchen,336
2222,Multicopter,336
2223,Drohnen-Rettungssystem,337
2224,Druckbehälter,338
2225,Druckluftbehälter,338
2226,Membran-Druckbehälter,338
2227,Einzugsscanner,339
2228,Flachbettscanner,339
2229,Tintenstrahldrucker,339
2230,Schwarz-Weiß Laserdrucker,339
2231,Bondrucker,339
2232,Scanner,339
2233,Etikettendrucker,339
2234,mobiler Drucker,339
2235,3D-Scanner,339
2236,Handscanner,339
2237,Multifunktionsdrucker,339
2238,Diascanner,339
2239,Großformatdrucker,339
2240,WLAN-Drucker,339
2241,Faxgerät,339
2242,Laserdrucker,339
2243,Farblaserdrucker,339
2244,Buchscanner,339
2245,Dokumentenscanner,339
2246,mobiler Scanner,339
2247,Nadeldrucker,339
2248,Druckertrommel,339
2249,Stiftscanner,339
2250,Fotodrucker,339
2251,Multifunktionsscanner,339
2252,Mini-Drucker,339
2253,Dia/Negativ -Scanner,339
2254,Druckerband,340
2255,Nachfülltinte,341
2256,Druckluftschlauch,342
2257,Drucksprühgerät,343
2258,Sprühflasche,343
2259,Akku-Drucksprühgerät,343
2260,Urinal-Druckspüler,344
2261,WC-Druckspüler,344
2262,Wickeldraht,345
2263,Schneidedraht,345
2264,Draht,345
2265,NATO-Draht,345
2266,Schweißdraht,345
2267,Spanndraht,345
2268,Stabelektroden,345
2269,Bindedraht,345
2270,Stacheldraht,345
2271,Duftlampe,346
2272,Kopffreihaube,347
2273,Kaminhaube,347
2274,Flachschirmhaube,347
2275,Unterbauhaube,347
2276,Inselhaube,347
2277,Wandhaube,347
2278,Lüfterbaustein,347
2279,Zwischenbauhaube,347
2280,Deckenhaube,347
2281,Klein-Durchlauferhitzer,348
2282,Kompakt-Durchlauferhitzer,348
2283,Durchlauferhitzer,348
2284,Kochendwassergerät,348
2285,Komfort-Durchlauferhitzer,348
2286,Dusch- und Badhocker,349
2287,Hygienehocker,349
2288,Badewannenhocker,349
2289,Duschhocker,349
2290,Duschklappsitz,349
2291,Grossraumdusche,350
2292,Fünfeckdusche,350
2293,Eckdusche,350
2294,Runddusche,350
2295,Dampfdusche,350
2296,Komplettdusche,350
2297,Duschstange,351
2298,Steigrohr,351
2299,Brausehalter,351
2300,Drucktastenschieber,351
2301,Duschbrause,352
2302,Handbrause,352
2303,Waschbeckendusche,352
2304,Seitenbrause,352
2305,Kopfbrause,352
2306,Regenduschkopf,352
2307,Hunde-Handbrause,352
2308,Badewannenstuhl,353
2309,Duschstuhl,353
2310,Duschrollstuhl,353
2311,Dusch-Doppelschiebetür,354
2312,geteilte Dusch-Flügeltür,354
2313,Dusch-Einzelschiebetür,354
2314,Dusch-Schwingtür,354
2315,Dusch-Schiebetür,354
2316,Dusch-Pendeltür,354
2317,Dusch-Einflügeltür,354
2318,Dusch-Falttür,354
2319,Dusch-Drehtür,354
2320,Dusch-Doppelflügeltür,354
2321,Duschschirm,355
2322,Duschvorhang,355
2323,Eck-Duschrollo,355
2324,Duschrollo,355
2325,Rundduschwanne,356
2326,Duschwanne,356
2327,Eckduschwanne,356
2328,Rechteckduschwanne,356
2329,Walk-in-Dusche,357
2330,Duschwand,357
2331,Badewannenaufsatz,357
2332,Badewannenfaltwand,357
2333,Trennwandplatten,358
2334,Styroporplatte,358
2335,Dämmunterlage,358
2336,Steinwolle,358
2337,Glaswolle,358
2338,Korkrolle,358
2339,Dämmfilz,358
2340,Rollladenkastendämmung,358
2341,Akustikplatte,358
2342,Dämmplatte,358
2343,Duschwannen-Schallschutz,358
2344,Hanfdämmung,358
2345,Dämpfer,359
2346,Dörrautomat,360
2347,Dehydrator,360
2348,Gerüstdübel,361
2349,Betondübel,361
2350,Isolierdübel,361
2351,Messing-Spreizdübel,361
2352,Schwerlastanker,361
2353,Bolzenanker,361
2354,Federklappdübel,361
2355,Dämmstoffdübel,361
2356,Befestigungsanker,361
2357,Gasbetondübel,361
2358,Gewindestangendübel,361
2359,Rahmendübel,361
2360,Metall-Hohlraumdübel,361
2361,Porenbetondübel,361
2362,Spreizdübel,361
2363,Klappstecker,361
2364,Gipskartondübel,361
2365,Dübel-Set,361
2366,Universaldübel,361
2367,Kippdübel,361
2368,Blitzdübel,361
2369,Multizweckdübel,361
2370,Metall-Krallendübel,361
2371,Nageldübel,361
2372,Langschaftdübel,361
2373,Metall-Rahmendübel,361
2374,Spannstift,361
2375,Hohlraumdübel,361
2376,Obstdünger,362
2377,Rasen-Langzeitdünger,362
2378,Kräuterdünger,362
2379,Rasendünger,362
2380,Beerendünger,362
2381,Eisendünger,362
2382,Blumendünger,362
2383,Gemüsedünger,362
2384,Pflanzendünger,362
2385,Bodenverbesserer,362
2386,Universaldünger,362
2387,Tomatendünger,362
2388,Spezialdünger,362
2389,Blaudünger,362
2390,Langzeitdünger,362
2391,Rasenkalk,362
2392,Pflanzenstärkungsmittel,362
2393,Gartendünger,362
2394,Gasdüse,363
2395,Flachstrahldüse,363
2396,Sprühkegel,363
2397,Reduzierdüse,363
2398,Abstrahldüse,363
2399,Reflektordüse,363
2400,Massagedüse,363
2401,Stromdüse,363
2402,Nebeldüse,363
2403,WC-Duschdüse,363
2404,Breitstrahldüse,363
2405,Langdüse,363
2406,Pool-Einlaufdüse,363
2407,Sprühdüse,363
2408,E-Bike Umbausatz Vorderrad,364
2409,E-Bike Umbausatz Hinterrad,364
2410,Fischfinder,365
2411,GPS-Echolot,365
2412,Mineralstein,366
2413,Edelstein,366
2414,Eierbecher,367
2415,Eierkocher,368
2416,Mikrowellen-Eierkocher,368
2417,Spachtelbecher,369
2418,Mörtelkübel,369
2419,Mörtelkasten,369
2420,Falteimer,369
2421,Farbwanne,369
2422,Farbmischeimer,369
2423,Balleimer,369
2424,Putzeimer,369
2425,Köderfischeimer,369
2426,Wischtuchpresse,369
2427,Baueimer,369
2428,Toilettenstuhl-Eimer,369
2429,Motoreinachser,370
2430,Kehrmaschine,370
2431,Balkenmäher,370
2432,Einachsschlepper,370
2433,Fadenmäher,370
2434,Motor-Wildkrautbürste,370
2435,Benzin-Kehrmaschine,370
2436,Baumstumpffräse,370
2437,Einbaurahmen,371
2438,Absenkrahmen,371
2439,Abwurfring,371
2440,Inlayrahmen,371
2441,Montagehilfe für Lüfterbaustein,371
2442,Aufkeilrahmen,372
2443,Eindeckrahmen,372
2444,Angelschnur-Einfädelhilfe,373
2445,Nadeleinfädler,373
2446,Tastatur- und Headset-Set,374
2447,Maus- und Mauspad-Set,374
2448,Tastatur- und Maus-Set,374
2449,Eingabegeräte-Set,374
2450,"Tastatur-, Maus- und Mauspad-Set",374
2451,Eingabestift-Adapter,375
2452,Eingabestift,375
2453,Einkaufsshopper,376
2454,Einkaufsbeutel,376
2455,Trolleygestell,376
2456,Klappbox,376
2457,Flaschenkorb,376
2458,Einkaufskorb,376
2459,Transporttrolley,376
2460,Einkaufstrolley,376
2461,Einkochautomat,377
2462,Heißgetränke- und Glühweinautomat,377
2463,Einkoch- und Glühweinautomat,377
2464,3-in-1-Kombi-Einkochautomat,377
2465,Einkoch- und Heißgetränkeautomat,377
2466,Regaleinsatz,378
2467,Hochbeet-Zwischenboden,378
2468,Einlegeboden,378
2469,Schrankeinsatz,378
2470,Ledersohlen,379
2471,Thermosohlen,379
2472,Schuhpolster,379
2473,Frischesohlen,379
2474,Lammfellsohlen,379
2475,Einlegesohlen,379
2476,Barfußsohlen,379
2477,Halbsohlen,379
2478,Fußbetteinlage,379
2479,Schuhfüller,379
2480,Fersenspornhilfe,379
2481,Pelotte,379
2482,Aktivsohlen,379
2483,Gelpolster,379
2484,Fersenkissen,379
2485,orthopädische Schuheinlagen,379
2486,Gelsohlen,379
2487,Filzsohlen,379
2488,Luftkissen-Schuheinlage,379
2489,Senkfußkeil,379
2490,Fuß- und Gelenkdämpfer,379
2491,Spreizfußpolster,379
2492,Fersenschutz,379
2493,Korksohlen,379
2494,Fersenpolster,379
2495,Gleise-Set,380
2496,Kinderfahrzeug-Schienen,380
2497,Eisfreihalter,381
2498,Eiseimer,382
2499,Weinkühler,382
2500,Wein- und Sektkühler,382
2501,Elektrischer Weinkühler,382
2502,Sektkühler,382
2503,Outdoor-Flaschenkühler,382
2504,Eismaschine,383
2505,Slush-Eismaschine,383
2506,Eispickel,384
2507,Elektrischer Eiswürfelbereiter,385
2508,Eisflockenbereiter,385
2509,Eiscrusher,385
2510,Eiswürfelmaschine,385
2511,Vinylboden,386
2512,Vinylfliesen,386
2513,Elektro-Kinderroller,387
2514,Elektro-Kinderzug,387
2515,Elektro-Kindertrike,387
2516,Elektro-Kinderquad,387
2517,Elektro-Kinderauto,387
2518,Elektro-Kindermotorrad,387
2519,Elektro-Kindertraktor,387
2520,Elektro-Kinderbagger,387
2521,Elektro-Kinderdreirad,387
2522,Rückengürtel,388
2523,EMS-Bauchmuskeltrainer,388
2524,Menstruations-Pad,388
2525,EMS-Gerät,388
2526,TENS-Gerät,388
2527,EMS-Arm-Trainer,388
2528,EMS-Fußmassage-Gerät,388
2529,EMS-Po-Trainer,388
2530,Elektro-Akupunkturgerät,388
2531,Beckenboden-Elektrostimulationsgerät,388
2532,TENS-EMS-Gerät,388
2533,Impulsstift,388
2534,Elektroauto-Ladestation,389
2535,Elektrodenpad,390
2536,Elektrodenpads,390
2537,E-Bike,391
2538,S-Pedelec,391
2539,Elektrofußwärmer,392
2540,Ionen-Haarbürste,393
2541,Haarglättbürste,393
2542,Elektrohaarbürste,393
2543,Elektroläusekamm,393
2544,Elektrohaarentwirrbürste,393
2545,Elektrische Gesichtsreinigungsbürste,394
2546,Elektrische Hautpflegebürste,394
2547,Elektrischer Hornhautentferner,395
2548,Elektrokamin,396
2549,EKG-Gerät,397
2550,Elektromobil,398
2551,E-Motorroller,399
2552,E-Mofaroller,399
2553,E-Motorrad,399
2554,Elektrische Partypfanne,400
2555,Elektrische Paellapfanne,400
2556,Schongarer,400
2557,Elektrische Grillpfanne,400
2558,Elektrische Multipfanne,400
2559,Elektrische Pfanne,400
2560,Elektrische Wokpfanne,400
2561,Elektrische Pizzapfanne,400
2562,Elektrokörperrasierer,401
2563,Elektrorasierer,401
2564,Gesichtshaarrasierer,401
2565,Haarentferner-Set,401
2566,Elektrogesichtshaarentferner,401
2567,Akku-Oberflächenbürste,402
2568,Elektro-Fugenbürste,402
2569,Elektro-Oberflächenbürste,402
2570,Akku-Fugenbürste,402
2571,Entfernungsmesser-Adapter,403
2572,Trennständer,404
2573,Oberfrästisch,404
2574,Bohrständer,404
2575,Oberfräsenvorsatz,404
2576,Kappsägen-Untergestell,404
2577,Ultraschallzahnbürste,405
2578,Zwischenraumreiniger,405
2579,Schall-Zahnreinigungsgerät,405
2580,Schallzahnbürste,405
2581,Elektrische Zahnbürste,405
2582,Elektrische Kinderzahnbürste,405
2583,Entkerner,406
2584,Entsteiner,406
2585,Zitruspresse,407
2586,Entsafter,407
2587,Slow Juicer,407
2588,2in1 Entsafter,407
2589,2in1 Zitruspresse,407
2590,Zentrifugenentsafter,407
2591,Intimepilierer,408
2592,Präzisionsepilierer,408
2593,Epilierer,408
2594,Gesichtsepilierer,408
2595,Equalizer,409
2596,Erdbohrer,410
2597,Handerdbohrer,410
2598,Ersatzbrenner,411
2599,Gasgrill-Brenner,411
2600,Spitzbrenner,411
2601,Schrumpfbrenner,411
2602,Weichlötbrenner,411
2603,Zyklonbrenner,411
2604,Erste-Hilfe-Koffer,412
2605,KFZ-Verbandkasten,412
2606,Erste-Hilfe-Set,412
2607,KFZ-Verbandtasche,412
2608,Besteck-Set,413
2609,Steakbesteck,413
2610,Kinderbesteck,413
2611,Fischbesteck,413
2612,Spaghettibesteck,413
2613,Besteckkoffer,413
2614,Einwegbesteck-Set,413
2615,Hummergabel,414
2616,Einweggabel,414
2617,Brotzeitgabel,414
2618,Tafelgabel,414
2619,Fischgabel,414
2620,Austerngabel,414
2621,Serviergabel,414
2622,Spaghettigabel,414
2623,Kuchengabel,414
2624,Fonduegabel,414
2625,Kinderlöffel,415
2626,Teelöffel,415
2627,Esslöffel,415
2628,Fingerfood-Löffel,415
2629,Campinglöffel,415
2630,Suppenlöffel,415
2631,Kaffeelöffel,415
2632,Esslernlöffel,415
2633,Marmeladenlöffel,415
2634,Espressolöffel,415
2635,Einweglöffel,415
2636,Latte-Macchiato-Löffel,415
2637,Eislöffel,415
2638,Eierlöffel,415
2639,Longdrinklöffel,415
2640,Silberlöffel,415
2641,Zuckerlöffel,415
2642,Reiselöffel,415
2643,Kunststofflöffel,415
2644,Bestecklöffel,415
2645,Dessertlöffel,415
2646,Pizzamesser,416
2647,Tafelmesser,416
2648,Dessertmesser,416
2649,Fischmesser,416
2650,Buttermesser,416
2651,Einwegmesser,416
2652,Steakmesser,416
2653,Brotzeitmesser,416
2654,Essstäbchen,417
2655,Etagenbett,418
2656,Etikettenrolle,419
2657,Etiketten,419
2658,Thermorolle,419
2659,Etikett,419
2660,Experimentierkasten,420
2661,Eckfahne,421
2662,Slalomstangen-Fahne,421
2663,Sicherheitsfahne,421
2664,Linienrichter-Fahne,421
2665,Kampfrichterfahne,421
2666,Flagge,421
2667,Golffahne,421
2668,Begrenzungsstangen-Fahne,421
2669,Fahne,421
2670,Fahrradwimpel,421
2671,Fahrradnachläufer,422
2672,Fahrradhundeanhänger,422
2673,Fahrradkinderanhänger,422
2674,Fahrradlastenanhänger,422
2675,U-Brake,423
2676,Bandbremse,423
2677,Roller-cam-Bremse,423
2678,Klotzbremse,423
2679,Felgenbremse,423
2680,Cantilever-Bremse,423
2681,V-Brake,423
2682,Rollenbremse,423
2683,Mini-V-Brake,423
2684,Rekuperationsbremse,423
2685,Trommelbremse,423
2686,Scheibenbremse,423
2687,Rücktrittbremse,423
2688,Fahrradcomputer,424
2689,Speedbike-Trainingscomputer,424
2690,Motorradcomputer,424
2691,Federgabel,425
2692,Starrgabel,425
2693,Fahrradhalter,426
2694,Fahrradlift,426
2695,Fahrradwandhalterung,426
2696,Fahrraddeckenhalterung,426
2697,Fahrradkette,427
2698,Fahrradketten,427
2699,Motorradkette,427
2700,Fahrradklingel,428
2701,Fahrradkurbel,429
2702,Fahrrad-Frontlicht,430
2703,Fahrradbeleuchtung,430
2704,Fahrrad-Rücklicht,430
2705,Fahrradlenker,431
2706,Hinterradnabe,432
2707,Vorderradnabe,432
2708,Fahrradständer,433
2709,Kombipedale,434
2710,Blockpedale,434
2711,Klickpedale,434
2712,Magnetpedale,434
2713,Plattformpedale,434
2714,Universalpedale,434
2715,Hakenpedale,434
2716,Fahrradpedale,434
2717,Großflächenpedale,434
2718,Steckpedale,434
2719,Klapppedale,434
2720,Krallenpedale,434
2721,Fahrradrahmen,435
2722,Fahrradreifen,436
2723,Schaltung,437
2724,Kettenschaltung,437
2725,Nabenschaltung,437
2726,Schaltzug,438
2727,Fahrradschlauch,439
2728,Fahrradsattel,440
2729,Einradsattel,440
2730,Kupplungsfahrradträger,441
2731,Dachfahrradträger,441
2732,Fahrradträger-Erweiterung,441
2733,Heckfahrradträger,441
2734,Fahrrad-Deichselträger,441
2735,Hollandrad,442
2736,Mountainbike,442
2737,Gravelbike,442
2738,Cityrad,442
2739,BMX-Rad,442
2740,Triathlonrad,442
2741,Cyclocross-Rad,442
2742,Urbanbike,442
2743,Crossrad,442
2744,Tandem,442
2745,Cargorad,442
2746,Dirt-Bike,442
2747,Tourenrad,442
2748,Fitnessbike,442
2749,Trekkingrad,442
2750,Nostalgierad,442
2751,ATB,442
2752,Einrad,442
2753,Kinderfahrrad,442
2754,Faltrad,442
2755,Rennrad,442
2756,Cruiser,442
2757,Jugendfahrrad,442
2758,Erwachsenendreirad,442
2759,Klapprad,442
2760,Singlespeed,442
2761,Fatbike,442
2762,Fahrzeug-Schubstange,443
2763,Spiel-Gebäude,444
2764,Spiel-Parkgarage,444
2765,Spiel-Parkhaus,444
2766,Spiel-Feuerwehrwache,444
2767,Spiel-Verkehrszeichen,444
2768,Spiel-Polizeistation,444
2769,Spiel-Ampelanlage,444
2770,Spiel-Parkplatz,444
2771,Spiel-Verkehrsschranke,444
2772,Pylonen,444
2773,Rangierwagenheber,445
2774,Motorradheber,445
2775,Wagenheber,445
2776,Getriebeheber,445
2777,Rollerspiegel,446
2778,Autospiegel,446
2779,Motorradspiegel,446
2780,Fahrradspiegel,446
2781,Heckstoßstange,447
2782,Frontstoßstange,447
2783,Faltbett,448
2784,Gästebett,448
2785,Feldbett,448
2786,Karpfenliege,448
2787,Campingliege,448
2788,Angelliege,448
2789,Schlafhocker,448
2790,Reisebett,448
2791,Faltenbalg,449
2792,Falttür-Lamelle,450
2793,Falzmaschine,451
2794,Eishockey-Torwarthandschuh,452
2795,Baseballhandschuh,452
2796,Sockelfarbe,453
2797,Kreidespray,453
2798,Harzfarbe,453
2799,Leinölfirnis,453
2800,Rostblocker,453
2801,Hartholzöl,453
2802,Zeichenfarbe,453
2803,Fassadenfarbe,453
2804,Sprühfarbe,453
2805,Porzellanfarbe,453
2806,Zeichentusche,453
2807,Vollton- und Abtönfarbe,453
2808,Linoldruckfarbe,453
2809,Pulverbeize,453
2810,Sprühlack,453
2811,Nikotinsperre,453
2812,Wasserfarbe,453
2813,Pastellkreide,453
2814,Fliesenlack,453
2815,Steinmalfarbe,453
2816,Holzbeize,453
2817,Metallglanzfarbe,453
2818,Spachtelmasse,453
2819,Abtönkonzentrat,453
2820,Kinderfarbe,453
2821,Wachsmalfarbe,453
2822,Malpaste,453
2823,Klarlack,453
2824,Tafelfarbe,453
2825,Plakatfarbe,453
2826,Temperafarbe,453
2827,Lasur,453
2828,Tusche,453
2829,Strukturpaste,453
2830,Holzlack,453
2831,Acrylfarbe,453
2832,Firnis,453
2833,Metallschutzlack,453
2834,Farbkasten,453
2835,Magnetfarbe,453
2836,Fingerfarbe,453
2837,Grundierfarbe,453
2838,Feuchtraumfarbe,453
2839,Bodenversiegelung,453
2840,Dickschichtlasur,453
2841,Bastelfarbe,453
2842,Tür- und Fensterlack,453
2843,Dachfarbe,453
2844,Holzwurm-Ex,453
2845,Effekt-Zusatz,453
2846,Aquarellfarbe,453
2847,Kreidefarbe,453
2848,Wandfarbe,453
2849,Heizungskellerfarbe,453
2850,Holzöl,453
2851,Eierfarbe,453
2852,Zementfarbe,453
2853,Tapetenschutz,453
2854,Lack,453
2855,Treppen- und Parkettlack,453
2856,Latexfarbe,453
2857,Kerzenmalfarbe,453
2858,Teakholzöl,453
2859,Wand- und Deckenfarbe,453
2860,Schablonierfarbe,453
2861,Acryl-Flüssigkunststoff,453
2862,Dach- und Sockelfarbe,453
2863,Hartwachsöl,453
2864,Wetterschutzfarbe,453
2865,Kunstharzlack,453
2866,Holzschutzlasur,453
2867,Heizkörperlack,453
2868,Wohnraumlasur,453
2869,Impact Spray,453
2870,Weißlack,453
2871,Acryl-Buntlack,453
2872,Ölfarbe,453
2873,Lebensmittelfarbstoff,454
2874,Farbpigment,454
2875,Stoffmalfarbe,454
2876,Textilfarbe,454
2877,Fassadenwalze,455
2878,Farbwalze,455
2879,Lackroller,455
2880,Strukturroller,455
2881,Kleisterroller,455
2882,Farbroller,455
2883,Farbsprühgerät,456
2884,Airbrush-Kompressor,456
2885,Faszien-Board,457
2886,Feile,458
2887,Schlüsselfeile,458
2888,Raspel,458
2889,Werkstattfeile,458
2890,Fliesenfeile,458
2891,Felgenbaum,459
2892,Kardätsche,460
2893,Zupfbürste,460
2894,Unterwollharke,460
2895,Mähnenbürste,460
2896,Fellbürste,460
2897,Striegel,460
2898,Fellpflegehandschuh,460
2899,Entfilzungsharke,460
2900,Fellkamm,460
2901,Fellentwirrer,460
2902,Flohkamm,460
2903,Pferdebürste,460
2904,Wurzelbürste,460
2905,Unterwollrechen,460
2906,Putzzeug-Set,460
2907,Ekzemerpflege,461
2908,Pfotenpflege,461
2909,Tiershampoo,461
2910,Fellpflege,461
2911,Hufpflegemittel,461
2912,Tier-Hautpflegemittel,461
2913,Balkontür,462
2914,Saunafenster,462
2915,Kellerfenster,462
2916,Kunststofffenster,462
2917,Dachfenster,462
2918,Fenster,462
2919,Beleuchtetes Fensterbild,463
2920,Fensterbild,463
2921,Fensterdekoration,463
2922,Fensterbank,464
2923,Fensterfolie,465
2924,Fenstersticker,465
2925,Sonnenschutz,465
2926,Sonnenschutz-Fensterfolie,465
2927,Alarmfenstergriff,466
2928,Fenstergriff,466
2929,Fensterladen,467
2930,Fenstersauger,468
2931,Fensterreiniger,468
2932,Akku-Fenstersauger,468
2933,Akku-Fensterreiniger,468
2934,Fensterputzroboter,468
2935,Fensterstopper,469
2936,Smart-Home-Fernbedienung,470
2937,Fernbedienung,470
2938,Universal-Fernbedienung,470
2939,Medienfernbedienung,470
2940,HUB,470
2941,Smarte Fernbedienung,470
2942,Presenter,470
2943,Universal-Smart-TV-Fernbedienung,470
2944,Spektiv,471
2945,Kinderfernrohr,471
2946,Fernglas,471
2947,Kinderfernglas,471
2948,Monokular,471
2949,Fernrohr,471
2950,Zielfernrohr,471
2951,Binocular,471
2952,Opernglas,471
2953,RC-Truck,472
2954,RC-Motorrad,472
2955,RC-Gabelstapler,472
2956,RC-Roboter,472
2957,RC-Flugzeug,472
2958,RC-Lok,472
2959,RC-Monstertruck,472
2960,RC-Walze,472
2961,RC-Bus,472
2962,RC-LKW,472
2963,RC-Traktor,472
2964,RC-Quadrocopter,472
2965,RC-Kran,472
2966,RC-Helikopter,472
2967,RC-Quad,472
2968,RC-Tier,472
2969,RC-Buggy,472
2970,RC-Boot,472
2971,RC-Figur,472
2972,RC-Auto,472
2973,RC-Bagger,472
2974,Curved-LED-Fernseher,473
2975,Laser Fernseher,473
2976,LED Lifestyle Fernseher,473
2977,LED-Fernseher,473
2978,QLED-Fernseher,473
2979,OLED-Fernseher,473
2980,LCD-LED Fernseher,473
2981,Curved-OLED-Fernseher,473
2982,Curved-QLED-Fernseher,473
2983,QLED Mini LED-Fernseher,473
2984,Mini-LED-Fernseher,473
2985,QNED-Fernseher,473
2986,DLED-Fernseher,473
2987,externe SSD,474
2988,SSHD-Hybrid-Festplatte,474
2989,interne-HDD-NAS-Festplatte,474
2990,interne HDD-Server-Festplatte,474
2991,HDD-Server-Festplatte,474
2992,HDD-Festplatte,474
2993,externe Gaming-SSD,474
2994,Gaming-Festplatte,474
2995,Gaming-SSD,474
2996,interne SSD,474
2997,externe HDD-Festplatte,474
2998,interne HDD-Festplatte,474
2999,HDD-NAS-Festplatte,474
3000,interne Gaming-SSD,474
3001,externe Gaming-Festplatte,474
3002,interne SSHD-Hybrid-Festplatte,474
3003,SSD-Festplatte,474
3004,Festplatten-Einbaurahmen,475
3005,Festplatten-Wechselrahmen,475
3006,Feuchtigkeitsmesser,476
3007,Hygrometer,476
3008,Klimamesser,476
3009,Feuerschale,477
3010,Feuerstelle,477
3011,Feuerkorb,477
3012,Feuertisch,477
3013,Gartenkamin,477
3014,Feuertonne,477
3015,CO2-Feuerlöscher,478
3016,Feuerlöschspray,478
3017,Pulver-Feuerlöscher,478
3018,Schaum-Feuerlöscher,478
3019,Aerosol-Feuerlöscher,478
3020,Feuerraumplatten,479
3021,Ofenrost,480
3022,Feuerrost,480
3023,Feuerzeug,481
3024,Stabanzünder,481
3025,Feuerzeuge,481
3026,Fidget Spinner,482
3027,Fidget-Gadget,482
3028,Filament,483
3029,Blu-ray 4K Ultra HD,484
3030,Blu-ray 3D,484
3031,DVD,484
3032,Trainings-DVD,484
3033,Blu-ray,484
3034,Filmklappe,485
3035,Startklappe,485
3036,Schlammsauger,486
3037,Skimmer,486
3038,Rückspülfilter,486
3039,Kartuschen-Filterpumpe,486
3040,Filterpumpen,486
