id,attribute_id,value
25400,9538,Grüner Knopf
25401,9538,GUT-Prodis-Label®
25402,9538,Leather Working Group
25403,9538,LENZING™ ECOVERO™
25404,9538,MADE IN GREEN by OEKO-TEX®
25405,9538,NATRUE
25406,9538,Naturland
25407,9538,NATURLEDER IVN zertifiziert BEST
25408,9538,NATURTEXTIL IVN zertifiziert BEST
25409,9538,Nordic Swan Ecolabel
25410,9538,OCS 100 (in Umstellung)
25411,9538,OCS blended (in Umstellung)
25412,9538,OEKO-TEX® ORGANIC COTTON
25413,9538,Organic Content Standard 100
25414,9538,Organic Content Standard blended
25415,9538,Recycelter Kunststoff (Hartwaren)
25416,9538,Recyceltes Material
25417,9538,Recycled Claim Standard 100
25418,9538,Recycled Claim Standard blended
25419,9538,Regenerativ angebaute Materialien
25420,9538,Regenerative Cotton Standard®
25421,9538,Responsible Down Standard
25422,9538,Responsible Wool Standard
25423,9538,Schnell nachwachsende Rohstoffe
25424,9538,Spinnova
25425,9538,TENCEL™ Lyocell
25426,9538,TENCEL™ Modal
25427,9538,TENCEL™ x REFIBRA™ Technologie
25428,9538,The Good Cashmere Standard®
25429,9538,Unterstützt Cotton made in Africa
25430,9538,Viskose aus verbesserter Rohstoffbeschaffung
25431,9538,Wolle aus artgerechter Tierhaltung
25432,9542,männlich
25433,9542,neutral
25434,9542,weiblich
25435,9543,12
25436,9543,14
25437,9543,16
25438,9543,6
25439,9543,8
25440,9543,10
25441,9544,Cup D/DD
25442,9544,Cup A/B
25443,9544,Cup DD/E
25444,9544,Cup A/A
25445,9544,Cup D/E/F
25446,9544,Cup C/D
25447,9544,Cup B/C
25448,9544,Cup E/F
25449,9544,Cup A
25450,9544,Cup AA
25451,9544,Cup D/E
25452,9544,Cup G/H
25453,9544,Cup F/G
25454,9544,Cup H
25455,9544,Cup I
25456,9544,Cup F
25457,9544,Cup G
25458,9544,Cup D
25459,9544,Cup E
25460,9544,Cup B
25461,9544,Cup C
25462,9544,Cup N
25463,9544,Cup O
25464,9544,Cup L
25465,9544,Cup M
25466,9544,Cup J
25467,9544,Cup K
25468,9544,Cup A/B/C
25469,9544,Cup DD
25470,9544,Cup AA/A
25471,9545,44
25472,9545,66
25473,9545,46
25474,9545,68
25475,9545,48
25476,9545,70
25477,9545,50
25478,9545,72
25479,9545,30
25480,9545,52
25481,9545,74
25482,9545,32
25483,9545,54
25484,9545,34
25485,9545,56
25486,9545,78
25487,9545,36
25488,9545,58
25489,9545,38
25490,9545,80
25491,9545,60
25492,9545,82
25493,9545,40
25494,9545,62
25495,9545,42
25496,9545,64
25497,9545,76
25498,9546,44
25499,9546,68
25500,9546,170
25501,9546,152
25502,9546,110
25503,9546,176
25504,9546,134
25505,9546,158
25506,9546,116
25507,9546,92
25508,9546,50
25509,9546,74
25510,9546,98
25511,9546,56
25512,9546,182
25513,9546,140
25514,9546,164
25515,9546,122
25516,9546,166
25517,9546,188
25518,9546,146
25519,9546,168
25520,9546,104
25521,9546,128
25522,9546,80
25523,9546,40
25524,9546,62
25525,9546,86
25526,9547,14XL
25527,9547,13XL
25528,9547,12XL
25529,9547,11XL
25530,9547,10XL
25531,9547,4XL
25532,9547,5XL
25533,9547,6XL
25534,9547,7XL
25535,9547,18XL
25536,9547,8XL
25537,9547,L
25538,9547,17XL
25539,9547,9XL
25540,9547,M
25541,9547,XXL
25542,9547,16XL
25543,9547,15XL
25544,9547,XXS
25545,9547,S
25546,9547,XL
25547,9547,XS
25548,9547,XXXL
25549,9595,lila
25550,9595,gelb
25551,9595,natur
25552,9595,schwarz
25553,9595,grün
25554,9595,silberfarben
25555,9595,transparent
25556,9595,grau
25557,9595,blau
25558,9595,braun
25559,9595,orange
25560,9595,weiß
25561,9595,goldfarben
25562,9595,rot
25563,9595,bunt
25564,9595,rosa
25565,9624,männlich
25566,9624,neutral
25567,9624,weiblich
25568,9628,Babys
25569,9628,Jugendliche
25570,9628,Kinder
25571,9628,Erwachsene
25572,9638,3 Jahre auf die Beschichtung
25573,9638,3 Jahre nach Registrierung über die Website
25574,9639,"0,25"
25575,9639,"0,5"
25576,9639,"0,75"
25577,9639,1
25578,9639,"1,5"
25579,9639,10
25580,9639,11
25581,9639,12
25582,9639,13
25583,9639,14
25584,9639,15
25585,9639,16
25586,9639,17
25587,9639,18
25588,9639,19
25589,9639,2
25590,9639,"2,5"
25591,9639,20
25592,9639,21
25593,9639,22
25594,9639,23
25595,9639,24
25596,9639,25
25597,9639,26
25598,9639,27
25599,9639,28
25600,9639,29
25601,9639,3
25602,9639,30
25603,9639,4
25604,9639,5
25605,9639,6
25606,9639,7
25607,9639,8
25608,9639,9
25609,9647,BDIH-Kontrollierte Naturkosmetik
25610,9647,Bio-Baumwolle
25611,9647,Bio-Baumwolle in Umstellung
25612,9647,Bioland
25613,9647,Blauer Engel
25614,9647,bluesign® PRODUCT
25615,9647,CertiPUR
25616,9647,circular.fashion Designkriterien
25617,9647,Cotton made in Africa INSIDE
25618,9647,Cradle to Cradle Certified™ BRONZE
25619,9647,Cradle to Cradle Certified™ GOLD
25620,9647,Cradle to Cradle Certified™ PLATINUM
25621,9647,Cradle to Cradle Certified™ SILVER
25622,9647,Daunen/Federn aus artgerechter Tierhaltung
25623,9647,Downpass
25624,9647,ECOCERT
25625,9647,EU-Bio-Logo
25626,9647,EU Ecolabel
25627,9647,Fairtrade Cotton
25628,9647,Global Recycled Standard
25629,9647,GoodWeave™
25630,9647,GOTS made with organic materials
25631,9647,GOTS made with organic materials (in Umstellung)
25632,9647,GOTS organic
25633,9647,GOTS organic (in Umstellung)
25634,9647,Grüner Knopf
25635,9647,GUT-Prodis-Label®
25636,9647,Leather Working Group
25637,9647,LENZING™ ECOVERO™
25638,9647,MADE IN GREEN by OEKO-TEX®
25639,9647,NATRUE
25640,9647,Naturland
25641,9647,NATURLEDER IVN zertifiziert BEST
25642,9647,NATURTEXTIL IVN zertifiziert BEST
25643,9647,Nordic Swan Ecolabel
25644,9647,OCS 100 (in Umstellung)
25645,9647,OCS blended (in Umstellung)
25646,9647,OEKO-TEX® ORGANIC COTTON
25647,9647,Organic Content Standard 100
25648,9647,Organic Content Standard blended
25649,9647,Recycelter Kunststoff (Hartwaren)
25650,9647,Recyceltes Material
25651,9647,Recycled Claim Standard 100
25652,9647,Recycled Claim Standard blended
25653,9647,Regenerativ angebaute Materialien
25654,9647,Regenerative Cotton Standard®
25655,9647,Responsible Down Standard
25656,9647,Responsible Wool Standard
25657,9647,Schnell nachwachsende Rohstoffe
25658,9647,Spinnova
25659,9647,TENCEL™ Lyocell
25660,9647,TENCEL™ Modal
25661,9647,TENCEL™ x REFIBRA™ Technologie
25662,9647,The Good Cashmere Standard®
25663,9647,Unterstützt Cotton made in Africa
25664,9647,Viskose aus verbesserter Rohstoffbeschaffung
25665,9647,Wolle aus artgerechter Tierhaltung
25666,9648,Elektrofahrzeugbatterie
25667,9648,Gerätebatterie
25668,9648,Industriebatterie
25669,9648,LV-Batterie
25670,9648,Produkt fällt nicht unter die BattVO.
25671,9648,Starterbatterie
25672,9650,Wärmeüberträger für die ausschließliche Nutzung in anderen als privaten Haushalten.
25673,9650,Große Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
25674,9650,Kleine Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
25675,9650,Großgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
25676,9650,Bildschirmgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
25677,9650,"Großgeräte, die in privaten Haushalten genutzt werden können."
25678,9650,"Kleingeräte, die in privaten Haushalten genutzt werden können."
25679,9650,"Kleine Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
25680,9650,"Lampen, außer Gasentladungslampen, die in privaten Haushalten genutzt werden können."
25681,9650,"Wärmeüberträger, die in privaten Haushalten genutzt werden können."
25682,9650,Produkt fällt nicht unter das ElektroG.
25683,9650,Kleingeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
25684,9650,"Gasentladungslampen, die in privaten Haushalten genutzt werden können."
25685,9650,"Große Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
25686,9650,"Kleine Geräte der Informations- und Telekommunikationstechnik, die in privaten Haushalten genutzt werden können."
25687,9650,Kleine Geräte der Informations- und Telekommunikationstechnik für die ausschließliche Nutzung in anderen als privaten Haushalten.
25688,9650,"Bildschirmgeräte, die in privaten Haushalten genutzt werden können."
25689,9650,Lampen für die ausschließliche Nutzung in anderen als privaten Haushalten.
25690,9653,Produkt fällt nicht unter die Gefahrgutvorschriften.
25691,9653,Produkt fällt unter die Gefahrgutvorschriften.
25692,9692,lila
25693,9692,gelb
25694,9692,natur
25695,9692,schwarz
25696,9692,grün
25697,9692,silberfarben
25698,9692,transparent
25699,9692,grau
25700,9692,blau
25701,9692,braun
25702,9692,orange
25703,9692,weiß
25704,9692,goldfarben
25705,9692,rot
25706,9692,bunt
25707,9692,rosa
25708,9730,3 Jahre auf die Beschichtung
25709,9730,3 Jahre nach Registrierung über die Website
25710,9731,"0,25"
25711,9731,"0,5"
25712,9731,"0,75"
25713,9731,1
25714,9731,"1,5"
25715,9731,10
25716,9731,11
25717,9731,12
25718,9731,13
25719,9731,14
25720,9731,15
25721,9731,16
25722,9731,17
25723,9731,18
25724,9731,19
25725,9731,2
25726,9731,"2,5"
25727,9731,20
25728,9731,21
25729,9731,22
25730,9731,23
25731,9731,24
25732,9731,25
25733,9731,26
25734,9731,27
25735,9731,28
25736,9731,29
25737,9731,3
25738,9731,30
25739,9731,4
25740,9731,5
25741,9731,6
25742,9731,7
25743,9731,8
25744,9731,9
25745,9742,BDIH-Kontrollierte Naturkosmetik
25746,9742,Bio-Baumwolle
25747,9742,Bio-Baumwolle in Umstellung
25748,9742,Bioland
25749,9742,Blauer Engel
25750,9742,bluesign® PRODUCT
25751,9742,CertiPUR
25752,9742,circular.fashion Designkriterien
25753,9742,Cotton made in Africa INSIDE
25754,9742,Cradle to Cradle Certified™ BRONZE
25755,9742,Cradle to Cradle Certified™ GOLD
25756,9742,Cradle to Cradle Certified™ PLATINUM
25757,9742,Cradle to Cradle Certified™ SILVER
25758,9742,Daunen/Federn aus artgerechter Tierhaltung
25759,9742,Downpass
25760,9742,ECOCERT
25761,9742,EU-Bio-Logo
25762,9742,EU Ecolabel
25763,9742,Fairtrade Cotton
25764,9742,Global Recycled Standard
25765,9742,GoodWeave™
25766,9742,GOTS made with organic materials
25767,9742,GOTS made with organic materials (in Umstellung)
25768,9742,GOTS organic
25769,9742,GOTS organic (in Umstellung)
25770,9742,Grüner Knopf
25771,9742,GUT-Prodis-Label®
25772,9742,Leather Working Group
25773,9742,LENZING™ ECOVERO™
25774,9742,MADE IN GREEN by OEKO-TEX®
25775,9742,NATRUE
25776,9742,Naturland
25777,9742,NATURLEDER IVN zertifiziert BEST
25778,9742,NATURTEXTIL IVN zertifiziert BEST
25779,9742,Nordic Swan Ecolabel
25780,9742,OCS 100 (in Umstellung)
25781,9742,OCS blended (in Umstellung)
25782,9742,OEKO-TEX® ORGANIC COTTON
25783,9742,Organic Content Standard 100
25784,9742,Organic Content Standard blended
25785,9742,Recycelter Kunststoff (Hartwaren)
25786,9742,Recyceltes Material
25787,9742,Recycled Claim Standard 100
25788,9742,Recycled Claim Standard blended
25789,9742,Regenerativ angebaute Materialien
25790,9742,Regenerative Cotton Standard®
25791,9742,Responsible Down Standard
25792,9742,Responsible Wool Standard
25793,9742,Schnell nachwachsende Rohstoffe
25794,9742,Spinnova
25795,9742,TENCEL™ Lyocell
25796,9742,TENCEL™ Modal
25797,9742,TENCEL™ x REFIBRA™ Technologie
25798,9742,The Good Cashmere Standard®
25799,9742,Unterstützt Cotton made in Africa
25800,9742,Viskose aus verbesserter Rohstoffbeschaffung
25801,9742,Wolle aus artgerechter Tierhaltung
25802,9743,Elektrofahrzeugbatterie
25803,9743,Gerätebatterie
25804,9743,Industriebatterie
25805,9743,LV-Batterie
25806,9743,Produkt fällt nicht unter die BattVO.
25807,9743,Starterbatterie
25808,9745,Wärmeüberträger für die ausschließliche Nutzung in anderen als privaten Haushalten.
25809,9745,Große Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
25810,9745,Kleine Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
25811,9745,Großgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
25812,9745,Bildschirmgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
25813,9745,"Großgeräte, die in privaten Haushalten genutzt werden können."
25814,9745,"Kleingeräte, die in privaten Haushalten genutzt werden können."
25815,9745,"Kleine Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
25816,9745,"Lampen, außer Gasentladungslampen, die in privaten Haushalten genutzt werden können."
25817,9745,"Wärmeüberträger, die in privaten Haushalten genutzt werden können."
25818,9745,Produkt fällt nicht unter das ElektroG.
25819,9745,Kleingeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
25820,9745,"Gasentladungslampen, die in privaten Haushalten genutzt werden können."
25821,9745,"Große Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
25822,9745,"Kleine Geräte der Informations- und Telekommunikationstechnik, die in privaten Haushalten genutzt werden können."
25823,9745,Kleine Geräte der Informations- und Telekommunikationstechnik für die ausschließliche Nutzung in anderen als privaten Haushalten.
25824,9745,"Bildschirmgeräte, die in privaten Haushalten genutzt werden können."
25825,9745,Lampen für die ausschließliche Nutzung in anderen als privaten Haushalten.
25826,9748,Produkt fällt nicht unter die Gefahrgutvorschriften.
25827,9748,Produkt fällt unter die Gefahrgutvorschriften.
25828,9777,lila
25829,9777,gelb
25830,9777,natur
25831,9777,schwarz
25832,9777,grün
25833,9777,silberfarben
25834,9777,transparent
25835,9777,grau
25836,9777,blau
25837,9777,braun
25838,9777,orange
25839,9777,weiß
25840,9777,goldfarben
25841,9777,rot
25842,9777,bunt
25843,9777,rosa
25844,9780,3 Jahre auf die Beschichtung
25845,9780,3 Jahre nach Registrierung über die Website
25846,9781,"0,25"
25847,9781,"0,5"
25848,9781,"0,75"
25849,9781,1
25850,9781,"1,5"
25851,9781,10
25852,9781,11
25853,9781,12
25854,9781,13
25855,9781,14
25856,9781,15
25857,9781,16
25858,9781,17
25859,9781,18
25860,9781,19
25861,9781,2
25862,9781,"2,5"
25863,9781,20
25864,9781,21
25865,9781,22
25866,9781,23
25867,9781,24
25868,9781,25
25869,9781,26
25870,9781,27
25871,9781,28
25872,9781,29
25873,9781,3
25874,9781,30
25875,9781,4
25876,9781,5
25877,9781,6
25878,9781,7
25879,9781,8
25880,9781,9
25881,9785,BDIH-Kontrollierte Naturkosmetik
25882,9785,Bio-Baumwolle
25883,9785,Bio-Baumwolle in Umstellung
25884,9785,Bioland
25885,9785,Blauer Engel
25886,9785,bluesign® PRODUCT
25887,9785,CertiPUR
25888,9785,circular.fashion Designkriterien
25889,9785,Cotton made in Africa INSIDE
25890,9785,Cradle to Cradle Certified™ BRONZE
25891,9785,Cradle to Cradle Certified™ GOLD
25892,9785,Cradle to Cradle Certified™ PLATINUM
25893,9785,Cradle to Cradle Certified™ SILVER
25894,9785,Daunen/Federn aus artgerechter Tierhaltung
25895,9785,Downpass
25896,9785,ECOCERT
25897,9785,EU-Bio-Logo
25898,9785,EU Ecolabel
25899,9785,Fairtrade Cotton
25900,9785,Global Recycled Standard
25901,9785,GoodWeave™
25902,9785,GOTS made with organic materials
25903,9785,GOTS made with organic materials (in Umstellung)
25904,9785,GOTS organic
25905,9785,GOTS organic (in Umstellung)
25906,9785,Grüner Knopf
25907,9785,GUT-Prodis-Label®
25908,9785,Leather Working Group
25909,9785,LENZING™ ECOVERO™
25910,9785,MADE IN GREEN by OEKO-TEX®
25911,9785,NATRUE
25912,9785,Naturland
25913,9785,NATURLEDER IVN zertifiziert BEST
25914,9785,NATURTEXTIL IVN zertifiziert BEST
25915,9785,Nordic Swan Ecolabel
25916,9785,OCS 100 (in Umstellung)
25917,9785,OCS blended (in Umstellung)
25918,9785,OEKO-TEX® ORGANIC COTTON
25919,9785,Organic Content Standard 100
25920,9785,Organic Content Standard blended
25921,9785,Recycelter Kunststoff (Hartwaren)
25922,9785,Recyceltes Material
25923,9785,Recycled Claim Standard 100
25924,9785,Recycled Claim Standard blended
25925,9785,Regenerativ angebaute Materialien
25926,9785,Regenerative Cotton Standard®
25927,9785,Responsible Down Standard
25928,9785,Responsible Wool Standard
25929,9785,Schnell nachwachsende Rohstoffe
25930,9785,Spinnova
25931,9785,TENCEL™ Lyocell
25932,9785,TENCEL™ Modal
25933,9785,TENCEL™ x REFIBRA™ Technologie
25934,9785,The Good Cashmere Standard®
25935,9785,Unterstützt Cotton made in Africa
25936,9785,Viskose aus verbesserter Rohstoffbeschaffung
25937,9785,Wolle aus artgerechter Tierhaltung
25938,9786,Elektrofahrzeugbatterie
25939,9786,Gerätebatterie
25940,9786,Industriebatterie
25941,9786,LV-Batterie
25942,9786,Produkt fällt nicht unter die BattVO.
25943,9786,Starterbatterie
25944,9788,Wärmeüberträger für die ausschließliche Nutzung in anderen als privaten Haushalten.
25945,9788,Große Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
25946,9788,Kleine Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
25947,9788,Großgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
25948,9788,Bildschirmgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
25949,9788,"Großgeräte, die in privaten Haushalten genutzt werden können."
25950,9788,"Kleingeräte, die in privaten Haushalten genutzt werden können."
25951,9788,"Kleine Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
25952,9788,"Lampen, außer Gasentladungslampen, die in privaten Haushalten genutzt werden können."
25953,9788,"Wärmeüberträger, die in privaten Haushalten genutzt werden können."
25954,9788,Produkt fällt nicht unter das ElektroG.
25955,9788,Kleingeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
25956,9788,"Gasentladungslampen, die in privaten Haushalten genutzt werden können."
25957,9788,"Große Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
25958,9788,"Kleine Geräte der Informations- und Telekommunikationstechnik, die in privaten Haushalten genutzt werden können."
25959,9788,Kleine Geräte der Informations- und Telekommunikationstechnik für die ausschließliche Nutzung in anderen als privaten Haushalten.
25960,9788,"Bildschirmgeräte, die in privaten Haushalten genutzt werden können."
25961,9788,Lampen für die ausschließliche Nutzung in anderen als privaten Haushalten.
25962,9791,Produkt fällt nicht unter die Gefahrgutvorschriften.
25963,9791,Produkt fällt unter die Gefahrgutvorschriften.
25964,9802,lila
25965,9802,gelb
25966,9802,natur
25967,9802,schwarz
25968,9802,grün
25969,9802,silberfarben
25970,9802,transparent
25971,9802,grau
25972,9802,blau
25973,9802,braun
25974,9802,orange
25975,9802,weiß
25976,9802,goldfarben
25977,9802,rot
25978,9802,bunt
25979,9802,rosa
25980,9815,3 Jahre auf die Beschichtung
25981,9815,3 Jahre nach Registrierung über die Website
25982,9816,"0,25"
25983,9816,"0,5"
25984,9816,"0,75"
25985,9816,1
25986,9816,"1,5"
25987,9816,10
25988,9816,11
25989,9816,12
25990,9816,13
25991,9816,14
25992,9816,15
25993,9816,16
25994,9816,17
25995,9816,18
25996,9816,19
25997,9816,2
25998,9816,"2,5"
25999,9816,20
26000,9816,21
26001,9816,22
26002,9816,23
26003,9816,24
26004,9816,25
26005,9816,26
26006,9816,27
26007,9816,28
26008,9816,29
26009,9816,3
26010,9816,30
26011,9816,4
26012,9816,5
26013,9816,6
26014,9816,7
26015,9816,8
26016,9816,9
26017,9818,BDIH-Kontrollierte Naturkosmetik
26018,9818,Bio-Baumwolle
26019,9818,Bio-Baumwolle in Umstellung
26020,9818,Bioland
26021,9818,Blauer Engel
26022,9818,bluesign® PRODUCT
26023,9818,CertiPUR
26024,9818,circular.fashion Designkriterien
26025,9818,Cotton made in Africa INSIDE
26026,9818,Cradle to Cradle Certified™ BRONZE
26027,9818,Cradle to Cradle Certified™ GOLD
26028,9818,Cradle to Cradle Certified™ PLATINUM
26029,9818,Cradle to Cradle Certified™ SILVER
26030,9818,Daunen/Federn aus artgerechter Tierhaltung
26031,9818,Downpass
26032,9818,ECOCERT
26033,9818,EU-Bio-Logo
26034,9818,EU Ecolabel
26035,9818,Fairtrade Cotton
26036,9818,Global Recycled Standard
26037,9818,GoodWeave™
26038,9818,GOTS made with organic materials
26039,9818,GOTS made with organic materials (in Umstellung)
26040,9818,GOTS organic
26041,9818,GOTS organic (in Umstellung)
26042,9818,Grüner Knopf
26043,9818,GUT-Prodis-Label®
26044,9818,Leather Working Group
26045,9818,LENZING™ ECOVERO™
26046,9818,MADE IN GREEN by OEKO-TEX®
26047,9818,NATRUE
26048,9818,Naturland
26049,9818,NATURLEDER IVN zertifiziert BEST
26050,9818,NATURTEXTIL IVN zertifiziert BEST
26051,9818,Nordic Swan Ecolabel
26052,9818,OCS 100 (in Umstellung)
26053,9818,OCS blended (in Umstellung)
26054,9818,OEKO-TEX® ORGANIC COTTON
26055,9818,Organic Content Standard 100
26056,9818,Organic Content Standard blended
26057,9818,Recycelter Kunststoff (Hartwaren)
26058,9818,Recyceltes Material
26059,9818,Recycled Claim Standard 100
26060,9818,Recycled Claim Standard blended
26061,9818,Regenerativ angebaute Materialien
26062,9818,Regenerative Cotton Standard®
26063,9818,Responsible Down Standard
26064,9818,Responsible Wool Standard
26065,9818,Schnell nachwachsende Rohstoffe
26066,9818,Spinnova
26067,9818,TENCEL™ Lyocell
26068,9818,TENCEL™ Modal
26069,9818,TENCEL™ x REFIBRA™ Technologie
26070,9818,The Good Cashmere Standard®
26071,9818,Unterstützt Cotton made in Africa
26072,9818,Viskose aus verbesserter Rohstoffbeschaffung
26073,9818,Wolle aus artgerechter Tierhaltung
26074,9862,3 Jahre auf die Beschichtung
26075,9862,3 Jahre nach Registrierung über die Website
26076,9863,"0,25"
26077,9863,"0,5"
26078,9863,"0,75"
26079,9863,1
26080,9863,"1,5"
26081,9863,10
26082,9863,11
26083,9863,12
26084,9863,13
26085,9863,14
26086,9863,15
26087,9863,16
26088,9863,17
26089,9863,18
26090,9863,19
26091,9863,2
26092,9863,"2,5"
26093,9863,20
26094,9863,21
26095,9863,22
26096,9863,23
26097,9863,24
26098,9863,25
26099,9863,26
26100,9863,27
26101,9863,28
26102,9863,29
26103,9863,3
26104,9863,30
26105,9863,4
26106,9863,5
26107,9863,6
26108,9863,7
26109,9863,8
26110,9863,9
26111,9865,lila
26112,9865,gelb
26113,9865,natur
26114,9865,schwarz
26115,9865,grün
26116,9865,silberfarben
26117,9865,transparent
26118,9865,grau
26119,9865,blau
26120,9865,braun
26121,9865,orange
26122,9865,weiß
26123,9865,goldfarben
26124,9865,rot
26125,9865,bunt
26126,9865,rosa
26127,9867,BDIH-Kontrollierte Naturkosmetik
26128,9867,Bio-Baumwolle
26129,9867,Bio-Baumwolle in Umstellung
26130,9867,Bioland
26131,9867,Blauer Engel
26132,9867,bluesign® PRODUCT
26133,9867,CertiPUR
26134,9867,circular.fashion Designkriterien
26135,9867,Cotton made in Africa INSIDE
26136,9867,Cradle to Cradle Certified™ BRONZE
26137,9867,Cradle to Cradle Certified™ GOLD
26138,9867,Cradle to Cradle Certified™ PLATINUM
26139,9867,Cradle to Cradle Certified™ SILVER
26140,9867,Daunen/Federn aus artgerechter Tierhaltung
26141,9867,Downpass
26142,9867,ECOCERT
26143,9867,EU-Bio-Logo
26144,9867,EU Ecolabel
26145,9867,Fairtrade Cotton
26146,9867,Global Recycled Standard
26147,9867,GoodWeave™
26148,9867,GOTS made with organic materials
26149,9867,GOTS made with organic materials (in Umstellung)
26150,9867,GOTS organic
26151,9867,GOTS organic (in Umstellung)
26152,9867,Grüner Knopf
26153,9867,GUT-Prodis-Label®
26154,9867,Leather Working Group
26155,9867,LENZING™ ECOVERO™
26156,9867,MADE IN GREEN by OEKO-TEX®
26157,9867,NATRUE
26158,9867,Naturland
26159,9867,NATURLEDER IVN zertifiziert BEST
26160,9867,NATURTEXTIL IVN zertifiziert BEST
26161,9867,Nordic Swan Ecolabel
26162,9867,OCS 100 (in Umstellung)
26163,9867,OCS blended (in Umstellung)
26164,9867,OEKO-TEX® ORGANIC COTTON
26165,9867,Organic Content Standard 100
26166,9867,Organic Content Standard blended
26167,9867,Recycelter Kunststoff (Hartwaren)
26168,9867,Recyceltes Material
26169,9867,Recycled Claim Standard 100
26170,9867,Recycled Claim Standard blended
26171,9867,Regenerativ angebaute Materialien
26172,9867,Regenerative Cotton Standard®
26173,9867,Responsible Down Standard
26174,9867,Responsible Wool Standard
26175,9867,Schnell nachwachsende Rohstoffe
26176,9867,Spinnova
26177,9867,TENCEL™ Lyocell
26178,9867,TENCEL™ Modal
26179,9867,TENCEL™ x REFIBRA™ Technologie
26180,9867,The Good Cashmere Standard®
26181,9867,Unterstützt Cotton made in Africa
26182,9867,Viskose aus verbesserter Rohstoffbeschaffung
26183,9867,Wolle aus artgerechter Tierhaltung
26184,9868,Elektrofahrzeugbatterie
26185,9868,Gerätebatterie
26186,9868,Industriebatterie
26187,9868,LV-Batterie
26188,9868,Produkt fällt nicht unter die BattVO.
26189,9868,Starterbatterie
26190,9870,Wärmeüberträger für die ausschließliche Nutzung in anderen als privaten Haushalten.
26191,9870,Große Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
26192,9870,Kleine Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
26193,9870,Großgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
26194,9870,Bildschirmgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
26195,9870,"Großgeräte, die in privaten Haushalten genutzt werden können."
26196,9870,"Kleingeräte, die in privaten Haushalten genutzt werden können."
26197,9870,"Kleine Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
26198,9870,"Lampen, außer Gasentladungslampen, die in privaten Haushalten genutzt werden können."
26199,9870,"Wärmeüberträger, die in privaten Haushalten genutzt werden können."
26200,9870,Produkt fällt nicht unter das ElektroG.
26201,9870,Kleingeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
26202,9870,"Gasentladungslampen, die in privaten Haushalten genutzt werden können."
26203,9870,"Große Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
26204,9870,"Kleine Geräte der Informations- und Telekommunikationstechnik, die in privaten Haushalten genutzt werden können."
26205,9870,Kleine Geräte der Informations- und Telekommunikationstechnik für die ausschließliche Nutzung in anderen als privaten Haushalten.
26206,9870,"Bildschirmgeräte, die in privaten Haushalten genutzt werden können."
26207,9870,Lampen für die ausschließliche Nutzung in anderen als privaten Haushalten.
26208,9873,Produkt fällt nicht unter die Gefahrgutvorschriften.
26209,9873,Produkt fällt unter die Gefahrgutvorschriften.
26210,9898,3 Jahre auf die Beschichtung
26211,9898,3 Jahre nach Registrierung über die Website
26212,9899,"0,25"
26213,9899,"0,5"
26214,9899,"0,75"
26215,9899,1
26216,9899,"1,5"
26217,9899,10
26218,9899,11
26219,9899,12
26220,9899,13
26221,9899,14
26222,9899,15
26223,9899,16
26224,9899,17
26225,9899,18
26226,9899,19
26227,9899,2
26228,9899,"2,5"
26229,9899,20
26230,9899,21
26231,9899,22
26232,9899,23
26233,9899,24
26234,9899,25
26235,9899,26
26236,9899,27
26237,9899,28
26238,9899,29
26239,9899,3
26240,9899,30
26241,9899,4
26242,9899,5
26243,9899,6
26244,9899,7
26245,9899,8
26246,9899,9
26247,9902,lila
26248,9902,gelb
26249,9902,natur
26250,9902,schwarz
26251,9902,grün
26252,9902,silberfarben
26253,9902,transparent
26254,9902,grau
26255,9902,blau
26256,9902,braun
26257,9902,orange
26258,9902,weiß
