id,attribute_id,value
1,28,lila
2,28,gelb
3,28,natur
4,28,schwarz
5,28,grün
6,28,silberfarben
7,28,transparent
8,28,grau
9,28,blau
10,28,braun
11,28,orange
12,28,weiß
13,28,goldfarben
14,28,rot
15,28,bunt
16,28,rosa
17,31,3 Jahre auf die Beschichtung
18,31,3 Jahre nach Registrierung über die Website
19,32,"0,25"
20,32,"0,5"
21,32,"0,75"
22,32,1
23,32,"1,5"
24,32,10
25,32,11
26,32,12
27,32,13
28,32,14
29,32,15
30,32,16
31,32,17
32,32,18
33,32,19
34,32,2
35,32,"2,5"
36,32,20
37,32,21
38,32,22
39,32,23
40,32,24
41,32,25
42,32,26
43,32,27
44,32,28
45,32,29
46,32,3
47,32,30
48,32,4
49,32,5
50,32,6
51,32,7
52,32,8
53,32,9
54,36,BDIH-Kontrollierte Naturkosmetik
55,36,Bio-Baumwolle
56,36,Bio-Baumwolle in Umstellung
57,36,Bioland
58,36,Blauer Engel
59,36,bluesign® PRODUCT
60,36,CertiPUR
61,36,circular.fashion Designkriterien
62,36,Cotton made in Africa INSIDE
63,36,Cradle to Cradle Certified™ BRONZE
64,36,Cradle to Cradle Certified™ GOLD
65,36,Cradle to Cradle Certified™ PLATINUM
66,36,Cradle to Cradle Certified™ SILVER
67,36,Daunen/Federn aus artgerechter Tierhaltung
68,36,Downpass
69,36,ECOCERT
70,36,EU-Bio-Logo
71,36,EU Ecolabel
72,36,Fairtrade Cotton
73,36,Global Recycled Standard
74,36,GoodWeave™
75,36,GOTS made with organic materials
76,36,GOTS made with organic materials (in Umstellung)
77,36,GOTS organic
78,36,GOTS organic (in Umstellung)
79,36,Grüner Knopf
80,36,GUT-Prodis-Label®
81,36,Leather Working Group
82,36,LENZING™ ECOVERO™
83,36,MADE IN GREEN by OEKO-TEX®
84,36,NATRUE
85,36,Naturland
86,36,NATURLEDER IVN zertifiziert BEST
87,36,NATURTEXTIL IVN zertifiziert BEST
88,36,Nordic Swan Ecolabel
89,36,OCS 100 (in Umstellung)
90,36,OCS blended (in Umstellung)
91,36,OEKO-TEX® ORGANIC COTTON
92,36,Organic Content Standard 100
93,36,Organic Content Standard blended
94,36,Recycelter Kunststoff (Hartwaren)
95,36,Recyceltes Material
96,36,Recycled Claim Standard 100
97,36,Recycled Claim Standard blended
98,36,Regenerativ angebaute Materialien
99,36,Regenerative Cotton Standard®
100,36,Responsible Down Standard
101,36,Responsible Wool Standard
102,36,Schnell nachwachsende Rohstoffe
103,36,Spinnova
104,36,TENCEL™ Lyocell
105,36,TENCEL™ Modal
106,36,TENCEL™ x REFIBRA™ Technologie
107,36,The Good Cashmere Standard®
108,36,Unterstützt Cotton made in Africa
109,36,Viskose aus verbesserter Rohstoffbeschaffung
110,36,Wolle aus artgerechter Tierhaltung
111,37,Elektrofahrzeugbatterie
112,37,Gerätebatterie
113,37,Industriebatterie
114,37,LV-Batterie
115,37,Produkt fällt nicht unter die BattVO.
116,37,Starterbatterie
117,39,Wärmeüberträger für die ausschließliche Nutzung in anderen als privaten Haushalten.
118,39,Große Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
119,39,Kleine Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
120,39,Großgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
121,39,Bildschirmgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
122,39,"Großgeräte, die in privaten Haushalten genutzt werden können."
123,39,"Kleingeräte, die in privaten Haushalten genutzt werden können."
124,39,"Kleine Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
125,39,"Lampen, außer Gasentladungslampen, die in privaten Haushalten genutzt werden können."
126,39,"Wärmeüberträger, die in privaten Haushalten genutzt werden können."
127,39,Produkt fällt nicht unter das ElektroG.
128,39,Kleingeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
129,39,"Gasentladungslampen, die in privaten Haushalten genutzt werden können."
130,39,"Große Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
131,39,"Kleine Geräte der Informations- und Telekommunikationstechnik, die in privaten Haushalten genutzt werden können."
132,39,Kleine Geräte der Informations- und Telekommunikationstechnik für die ausschließliche Nutzung in anderen als privaten Haushalten.
133,39,"Bildschirmgeräte, die in privaten Haushalten genutzt werden können."
134,39,Lampen für die ausschließliche Nutzung in anderen als privaten Haushalten.
135,42,Produkt fällt nicht unter die Gefahrgutvorschriften.
136,42,Produkt fällt unter die Gefahrgutvorschriften.
137,72,lila
138,72,gelb
139,72,natur
140,72,schwarz
141,72,grün
142,72,silberfarben
143,72,transparent
144,72,grau
145,72,blau
146,72,braun
147,72,orange
148,72,weiß
149,72,goldfarben
150,72,rot
151,72,bunt
152,72,rosa
153,94,3 Jahre auf die Beschichtung
154,94,3 Jahre nach Registrierung über die Website
155,95,"0,25"
156,95,"0,5"
157,95,"0,75"
158,95,1
159,95,"1,5"
160,95,10
161,95,11
162,95,12
163,95,13
164,95,14
165,95,15
166,95,16
167,95,17
168,95,18
169,95,19
170,95,2
171,95,"2,5"
172,95,20
173,95,21
174,95,22
175,95,23
176,95,24
177,95,25
178,95,26
179,95,27
180,95,28
181,95,29
182,95,3
183,95,30
184,95,4
185,95,5
186,95,6
187,95,7
188,95,8
189,95,9
190,101,BDIH-Kontrollierte Naturkosmetik
191,101,Bio-Baumwolle
192,101,Bio-Baumwolle in Umstellung
193,101,Bioland
194,101,Blauer Engel
195,101,bluesign® PRODUCT
196,101,CertiPUR
197,101,circular.fashion Designkriterien
198,101,Cotton made in Africa INSIDE
199,101,Cradle to Cradle Certified™ BRONZE
200,101,Cradle to Cradle Certified™ GOLD
201,101,Cradle to Cradle Certified™ PLATINUM
202,101,Cradle to Cradle Certified™ SILVER
203,101,Daunen/Federn aus artgerechter Tierhaltung
204,101,Downpass
205,101,ECOCERT
206,101,EU-Bio-Logo
207,101,EU Ecolabel
208,101,Fairtrade Cotton
209,101,Global Recycled Standard
210,101,GoodWeave™
211,101,GOTS made with organic materials
212,101,GOTS made with organic materials (in Umstellung)
213,101,GOTS organic
214,101,GOTS organic (in Umstellung)
215,101,Grüner Knopf
216,101,GUT-Prodis-Label®
217,101,Leather Working Group
218,101,LENZING™ ECOVERO™
219,101,MADE IN GREEN by OEKO-TEX®
220,101,NATRUE
221,101,Naturland
222,101,NATURLEDER IVN zertifiziert BEST
223,101,NATURTEXTIL IVN zertifiziert BEST
224,101,Nordic Swan Ecolabel
225,101,OCS 100 (in Umstellung)
226,101,OCS blended (in Umstellung)
227,101,OEKO-TEX® ORGANIC COTTON
228,101,Organic Content Standard 100
229,101,Organic Content Standard blended
230,101,Recycelter Kunststoff (Hartwaren)
231,101,Recyceltes Material
232,101,Recycled Claim Standard 100
233,101,Recycled Claim Standard blended
234,101,Regenerativ angebaute Materialien
235,101,Regenerative Cotton Standard®
236,101,Responsible Down Standard
237,101,Responsible Wool Standard
238,101,Schnell nachwachsende Rohstoffe
239,101,Spinnova
240,101,TENCEL™ Lyocell
241,101,TENCEL™ Modal
242,101,TENCEL™ x REFIBRA™ Technologie
243,101,The Good Cashmere Standard®
244,101,Unterstützt Cotton made in Africa
245,101,Viskose aus verbesserter Rohstoffbeschaffung
246,101,Wolle aus artgerechter Tierhaltung
247,102,Wärmeüberträger für die ausschließliche Nutzung in anderen als privaten Haushalten.
248,102,Große Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
249,102,Kleine Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
250,102,Großgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
251,102,Bildschirmgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
252,102,"Großgeräte, die in privaten Haushalten genutzt werden können."
253,102,"Kleingeräte, die in privaten Haushalten genutzt werden können."
254,102,"Kleine Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
255,102,"Lampen, außer Gasentladungslampen, die in privaten Haushalten genutzt werden können."
256,102,"Wärmeüberträger, die in privaten Haushalten genutzt werden können."
257,102,Produkt fällt nicht unter das ElektroG.
258,102,Kleingeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
259,102,"Gasentladungslampen, die in privaten Haushalten genutzt werden können."
260,102,"Große Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
261,102,"Kleine Geräte der Informations- und Telekommunikationstechnik, die in privaten Haushalten genutzt werden können."
262,102,Kleine Geräte der Informations- und Telekommunikationstechnik für die ausschließliche Nutzung in anderen als privaten Haushalten.
263,102,"Bildschirmgeräte, die in privaten Haushalten genutzt werden können."
264,102,Lampen für die ausschließliche Nutzung in anderen als privaten Haushalten.
265,104,Produkt fällt nicht unter die Gefahrgutvorschriften.
266,104,Produkt fällt unter die Gefahrgutvorschriften.
267,124,lila
268,124,gelb
269,124,natur
270,124,schwarz
271,124,grün
272,124,silberfarben
273,124,transparent
274,124,grau
275,124,blau
276,124,braun
277,124,orange
278,124,weiß
279,124,goldfarben
280,124,rot
281,124,bunt
282,124,rosa
283,127,3 Jahre auf die Beschichtung
284,127,3 Jahre nach Registrierung über die Website
285,128,"0,25"
286,128,"0,5"
287,128,"0,75"
288,128,1
289,128,"1,5"
290,128,10
291,128,11
292,128,12
293,128,13
294,128,14
295,128,15
296,128,16
297,128,17
298,128,18
299,128,19
300,128,2
301,128,"2,5"
302,128,20
303,128,21
304,128,22
305,128,23
306,128,24
307,128,25
308,128,26
309,128,27
310,128,28
311,128,29
312,128,3
313,128,30
314,128,4
315,128,5
316,128,6
317,128,7
318,128,8
319,128,9
320,132,BDIH-Kontrollierte Naturkosmetik
321,132,Bio-Baumwolle
322,132,Bio-Baumwolle in Umstellung
323,132,Bioland
324,132,Blauer Engel
325,132,bluesign® PRODUCT
326,132,CertiPUR
327,132,circular.fashion Designkriterien
328,132,Cotton made in Africa INSIDE
329,132,Cradle to Cradle Certified™ BRONZE
330,132,Cradle to Cradle Certified™ GOLD
331,132,Cradle to Cradle Certified™ PLATINUM
332,132,Cradle to Cradle Certified™ SILVER
333,132,Daunen/Federn aus artgerechter Tierhaltung
334,132,Downpass
335,132,ECOCERT
336,132,EU-Bio-Logo
337,132,EU Ecolabel
338,132,Fairtrade Cotton
339,132,Global Recycled Standard
340,132,GoodWeave™
341,132,GOTS made with organic materials
342,132,GOTS made with organic materials (in Umstellung)
343,132,GOTS organic
344,132,GOTS organic (in Umstellung)
345,132,Grüner Knopf
346,132,GUT-Prodis-Label®
347,132,Leather Working Group
348,132,LENZING™ ECOVERO™
349,132,MADE IN GREEN by OEKO-TEX®
350,132,NATRUE
351,132,Naturland
352,132,NATURLEDER IVN zertifiziert BEST
353,132,NATURTEXTIL IVN zertifiziert BEST
354,132,Nordic Swan Ecolabel
355,132,OCS 100 (in Umstellung)
356,132,OCS blended (in Umstellung)
357,132,OEKO-TEX® ORGANIC COTTON
358,132,Organic Content Standard 100
359,132,Organic Content Standard blended
360,132,Recycelter Kunststoff (Hartwaren)
361,132,Recyceltes Material
362,132,Recycled Claim Standard 100
363,132,Recycled Claim Standard blended
364,132,Regenerativ angebaute Materialien
365,132,Regenerative Cotton Standard®
366,132,Responsible Down Standard
367,132,Responsible Wool Standard
368,132,Schnell nachwachsende Rohstoffe
369,132,Spinnova
370,132,TENCEL™ Lyocell
371,132,TENCEL™ Modal
372,132,TENCEL™ x REFIBRA™ Technologie
373,132,The Good Cashmere Standard®
374,132,Unterstützt Cotton made in Africa
375,132,Viskose aus verbesserter Rohstoffbeschaffung
376,132,Wolle aus artgerechter Tierhaltung
377,133,Elektrofahrzeugbatterie
378,133,Gerätebatterie
379,133,Industriebatterie
380,133,LV-Batterie
381,133,Produkt fällt nicht unter die BattVO.
382,133,Starterbatterie
383,135,Wärmeüberträger für die ausschließliche Nutzung in anderen als privaten Haushalten.
384,135,Große Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
385,135,Kleine Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
386,135,Großgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
387,135,Bildschirmgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
388,135,"Großgeräte, die in privaten Haushalten genutzt werden können."
389,135,"Kleingeräte, die in privaten Haushalten genutzt werden können."
390,135,"Kleine Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
391,135,"Lampen, außer Gasentladungslampen, die in privaten Haushalten genutzt werden können."
392,135,"Wärmeüberträger, die in privaten Haushalten genutzt werden können."
393,135,Produkt fällt nicht unter das ElektroG.
394,135,Kleingeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
395,135,"Gasentladungslampen, die in privaten Haushalten genutzt werden können."
396,135,"Große Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
397,135,"Kleine Geräte der Informations- und Telekommunikationstechnik, die in privaten Haushalten genutzt werden können."
398,135,Kleine Geräte der Informations- und Telekommunikationstechnik für die ausschließliche Nutzung in anderen als privaten Haushalten.
399,135,"Bildschirmgeräte, die in privaten Haushalten genutzt werden können."
400,135,Lampen für die ausschließliche Nutzung in anderen als privaten Haushalten.
401,136,Produkt fällt nicht unter die Gefahrgutvorschriften.
402,136,Produkt fällt unter die Gefahrgutvorschriften.
403,195,3 Jahre auf die Beschichtung
404,195,3 Jahre nach Registrierung über die Website
405,196,"0,25"
406,196,"0,5"
407,196,"0,75"
408,196,1
409,196,"1,5"
410,196,10
411,196,11
412,196,12
413,196,13
414,196,14
415,196,15
416,196,16
417,196,17
418,196,18
419,196,19
420,196,2
421,196,"2,5"
422,196,20
423,196,21
424,196,22
425,196,23
426,196,24
427,196,25
428,196,26
429,196,27
430,196,28
431,196,29
432,196,3
433,196,30
434,196,4
435,196,5
436,196,6
437,196,7
438,196,8
439,196,9
440,198,lila
441,198,gelb
442,198,natur
443,198,schwarz
444,198,grün
445,198,silberfarben
446,198,transparent
447,198,grau
448,198,blau
449,198,braun
450,198,orange
451,198,weiß
452,198,goldfarben
453,198,rot
454,198,bunt
455,198,rosa
456,200,BDIH-Kontrollierte Naturkosmetik
457,200,Bio-Baumwolle
458,200,Bio-Baumwolle in Umstellung
459,200,Bioland
460,200,Blauer Engel
461,200,bluesign® PRODUCT
462,200,CertiPUR
463,200,circular.fashion Designkriterien
464,200,Cotton made in Africa INSIDE
465,200,Cradle to Cradle Certified™ BRONZE
466,200,Cradle to Cradle Certified™ GOLD
467,200,Cradle to Cradle Certified™ PLATINUM
468,200,Cradle to Cradle Certified™ SILVER
469,200,Daunen/Federn aus artgerechter Tierhaltung
470,200,Downpass
471,200,ECOCERT
472,200,EU-Bio-Logo
473,200,EU Ecolabel
474,200,Fairtrade Cotton
475,200,Global Recycled Standard
476,200,GoodWeave™
477,200,GOTS made with organic materials
478,200,GOTS made with organic materials (in Umstellung)
479,200,GOTS organic
480,200,GOTS organic (in Umstellung)
481,200,Grüner Knopf
482,200,GUT-Prodis-Label®
483,200,Leather Working Group
484,200,LENZING™ ECOVERO™
485,200,MADE IN GREEN by OEKO-TEX®
486,200,NATRUE
487,200,Naturland
488,200,NATURLEDER IVN zertifiziert BEST
489,200,NATURTEXTIL IVN zertifiziert BEST
490,200,Nordic Swan Ecolabel
491,200,OCS 100 (in Umstellung)
492,200,OCS blended (in Umstellung)
493,200,OEKO-TEX® ORGANIC COTTON
494,200,Organic Content Standard 100
495,200,Organic Content Standard blended
496,200,Recycelter Kunststoff (Hartwaren)
497,200,Recyceltes Material
498,200,Recycled Claim Standard 100
499,200,Recycled Claim Standard blended
500,200,Regenerativ angebaute Materialien
501,200,Regenerative Cotton Standard®
502,200,Responsible Down Standard
503,200,Responsible Wool Standard
504,200,Schnell nachwachsende Rohstoffe
505,200,Spinnova
506,200,TENCEL™ Lyocell
507,200,TENCEL™ Modal
508,200,TENCEL™ x REFIBRA™ Technologie
509,200,The Good Cashmere Standard®
510,200,Unterstützt Cotton made in Africa
511,200,Viskose aus verbesserter Rohstoffbeschaffung
512,200,Wolle aus artgerechter Tierhaltung
513,201,Elektrofahrzeugbatterie
514,201,Gerätebatterie
515,201,Industriebatterie
516,201,LV-Batterie
517,201,Produkt fällt nicht unter die BattVO.
518,201,Starterbatterie
519,203,Wärmeüberträger für die ausschließliche Nutzung in anderen als privaten Haushalten.
520,203,Große Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
521,203,Kleine Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
522,203,Großgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
523,203,Bildschirmgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
524,203,"Großgeräte, die in privaten Haushalten genutzt werden können."
525,203,"Kleingeräte, die in privaten Haushalten genutzt werden können."
526,203,"Kleine Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
527,203,"Lampen, außer Gasentladungslampen, die in privaten Haushalten genutzt werden können."
528,203,"Wärmeüberträger, die in privaten Haushalten genutzt werden können."
529,203,Produkt fällt nicht unter das ElektroG.
530,203,Kleingeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
531,203,"Gasentladungslampen, die in privaten Haushalten genutzt werden können."
532,203,"Große Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
533,203,"Kleine Geräte der Informations- und Telekommunikationstechnik, die in privaten Haushalten genutzt werden können."
534,203,Kleine Geräte der Informations- und Telekommunikationstechnik für die ausschließliche Nutzung in anderen als privaten Haushalten.
535,203,"Bildschirmgeräte, die in privaten Haushalten genutzt werden können."
536,203,Lampen für die ausschließliche Nutzung in anderen als privaten Haushalten.
537,206,Produkt fällt nicht unter die Gefahrgutvorschriften.
538,206,Produkt fällt unter die Gefahrgutvorschriften.
539,222,lila
540,222,gelb
541,222,natur
542,222,schwarz
543,222,grün
544,222,silberfarben
545,222,transparent
546,222,grau
547,222,blau
548,222,braun
549,222,orange
550,222,weiß
551,222,goldfarben
552,222,rot
553,222,bunt
554,222,rosa
555,228,3 Jahre auf die Beschichtung
556,228,3 Jahre nach Registrierung über die Website
557,229,"0,25"
558,229,"0,5"
559,229,"0,75"
560,229,1
561,229,"1,5"
562,229,10
563,229,11
564,229,12
565,229,13
566,229,14
567,229,15
568,229,16
569,229,17
570,229,18
571,229,19
572,229,2
573,229,"2,5"
574,229,20
575,229,21
576,229,22
577,229,23
578,229,24
579,229,25
580,229,26
581,229,27
582,229,28
583,229,29
584,229,3
585,229,30
586,229,4
587,229,5
588,229,6
589,229,7
590,229,8
591,229,9
592,236,BDIH-Kontrollierte Naturkosmetik
593,236,Bio-Baumwolle
594,236,Bio-Baumwolle in Umstellung
595,236,Bioland
596,236,Blauer Engel
597,236,bluesign® PRODUCT
598,236,CertiPUR
599,236,circular.fashion Designkriterien
600,236,Cotton made in Africa INSIDE
601,236,Cradle to Cradle Certified™ BRONZE
602,236,Cradle to Cradle Certified™ GOLD
603,236,Cradle to Cradle Certified™ PLATINUM
604,236,Cradle to Cradle Certified™ SILVER
605,236,Daunen/Federn aus artgerechter Tierhaltung
606,236,Downpass
607,236,ECOCERT
608,236,EU-Bio-Logo
609,236,EU Ecolabel
610,236,Fairtrade Cotton
611,236,Global Recycled Standard
612,236,GoodWeave™
613,236,GOTS made with organic materials
614,236,GOTS made with organic materials (in Umstellung)
615,236,GOTS organic
616,236,GOTS organic (in Umstellung)
617,236,Grüner Knopf
618,236,GUT-Prodis-Label®
619,236,Leather Working Group
620,236,LENZING™ ECOVERO™
621,236,MADE IN GREEN by OEKO-TEX®
622,236,NATRUE
623,236,Naturland
624,236,NATURLEDER IVN zertifiziert BEST
625,236,NATURTEXTIL IVN zertifiziert BEST
626,236,Nordic Swan Ecolabel
627,236,OCS 100 (in Umstellung)
628,236,OCS blended (in Umstellung)
629,236,OEKO-TEX® ORGANIC COTTON
630,236,Organic Content Standard 100
631,236,Organic Content Standard blended
632,236,Recycelter Kunststoff (Hartwaren)
633,236,Recyceltes Material
634,236,Recycled Claim Standard 100
635,236,Recycled Claim Standard blended
636,236,Regenerativ angebaute Materialien
637,236,Regenerative Cotton Standard®
638,236,Responsible Down Standard
639,236,Responsible Wool Standard
640,236,Schnell nachwachsende Rohstoffe
641,236,Spinnova
642,236,TENCEL™ Lyocell
643,236,TENCEL™ Modal
644,236,TENCEL™ x REFIBRA™ Technologie
645,236,The Good Cashmere Standard®
646,236,Unterstützt Cotton made in Africa
647,236,Viskose aus verbesserter Rohstoffbeschaffung
648,236,Wolle aus artgerechter Tierhaltung
649,255,lila
650,255,gelb
651,255,natur
652,255,schwarz
653,255,grün
654,255,silberfarben
655,255,transparent
656,255,grau
657,255,blau
658,255,braun
659,255,orange
660,255,weiß
661,255,goldfarben
662,255,rot
663,255,bunt
664,255,rosa
665,286,3 Jahre auf die Beschichtung
666,286,3 Jahre nach Registrierung über die Website
667,287,"0,25"
668,287,"0,5"
669,287,"0,75"
670,287,1
671,287,"1,5"
672,287,10
673,287,11
674,287,12
675,287,13
676,287,14
677,287,15
678,287,16
679,287,17
680,287,18
681,287,19
682,287,2
683,287,"2,5"
684,287,20
685,287,21
686,287,22
687,287,23
688,287,24
689,287,25
690,287,26
691,287,27
692,287,28
693,287,29
694,287,3
695,287,30
696,287,4
697,287,5
698,287,6
699,287,7
700,287,8
701,287,9
702,292,BDIH-Kontrollierte Naturkosmetik
703,292,Bio-Baumwolle
704,292,Bio-Baumwolle in Umstellung
705,292,Bioland
706,292,Blauer Engel
707,292,bluesign® PRODUCT
708,292,CertiPUR
709,292,circular.fashion Designkriterien
710,292,Cotton made in Africa INSIDE
711,292,Cradle to Cradle Certified™ BRONZE
712,292,Cradle to Cradle Certified™ GOLD
713,292,Cradle to Cradle Certified™ PLATINUM
714,292,Cradle to Cradle Certified™ SILVER
715,292,Daunen/Federn aus artgerechter Tierhaltung
716,292,Downpass
717,292,ECOCERT
718,292,EU-Bio-Logo
719,292,EU Ecolabel
720,292,Fairtrade Cotton
721,292,Global Recycled Standard
722,292,GoodWeave™
723,292,GOTS made with organic materials
724,292,GOTS made with organic materials (in Umstellung)
725,292,GOTS organic
726,292,GOTS organic (in Umstellung)
727,292,Grüner Knopf
728,292,GUT-Prodis-Label®
729,292,Leather Working Group
730,292,LENZING™ ECOVERO™
731,292,MADE IN GREEN by OEKO-TEX®
732,292,NATRUE
733,292,Naturland
734,292,NATURLEDER IVN zertifiziert BEST
735,292,NATURTEXTIL IVN zertifiziert BEST
736,292,Nordic Swan Ecolabel
737,292,OCS 100 (in Umstellung)
738,292,OCS blended (in Umstellung)
739,292,OEKO-TEX® ORGANIC COTTON
740,292,Organic Content Standard 100
741,292,Organic Content Standard blended
742,292,Recycelter Kunststoff (Hartwaren)
743,292,Recyceltes Material
744,292,Recycled Claim Standard 100
745,292,Recycled Claim Standard blended
746,292,Regenerativ angebaute Materialien
747,292,Regenerative Cotton Standard®
748,292,Responsible Down Standard
749,292,Responsible Wool Standard
750,292,Schnell nachwachsende Rohstoffe
751,292,Spinnova
752,292,TENCEL™ Lyocell
753,292,TENCEL™ Modal
754,292,TENCEL™ x REFIBRA™ Technologie
755,292,The Good Cashmere Standard®
756,292,Unterstützt Cotton made in Africa
757,292,Viskose aus verbesserter Rohstoffbeschaffung
758,292,Wolle aus artgerechter Tierhaltung
759,293,Elektrofahrzeugbatterie
760,293,Gerätebatterie
761,293,Industriebatterie
762,293,LV-Batterie
763,293,Produkt fällt nicht unter die BattVO.
764,293,Starterbatterie
765,295,Wärmeüberträger für die ausschließliche Nutzung in anderen als privaten Haushalten.
766,295,Große Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
767,295,Kleine Photovoltaikmodule für die ausschließliche Nutzung in anderen als privaten Haushalten.
768,295,Großgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
769,295,Bildschirmgeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
770,295,"Großgeräte, die in privaten Haushalten genutzt werden können."
771,295,"Kleingeräte, die in privaten Haushalten genutzt werden können."
772,295,"Kleine Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
773,295,"Lampen, außer Gasentladungslampen, die in privaten Haushalten genutzt werden können."
774,295,"Wärmeüberträger, die in privaten Haushalten genutzt werden können."
775,295,Produkt fällt nicht unter das ElektroG.
776,295,Kleingeräte für die ausschließliche Nutzung in anderen als privaten Haushalten.
777,295,"Gasentladungslampen, die in privaten Haushalten genutzt werden können."
778,295,"Große Photovoltaikmodule, die in privaten Haushalten genutzt werden können."
779,295,"Kleine Geräte der Informations- und Telekommunikationstechnik, die in privaten Haushalten genutzt werden können."
780,295,Kleine Geräte der Informations- und Telekommunikationstechnik für die ausschließliche Nutzung in anderen als privaten Haushalten.
781,295,"Bildschirmgeräte, die in privaten Haushalten genutzt werden können."
782,295,Lampen für die ausschließliche Nutzung in anderen als privaten Haushalten.
783,298,Produkt fällt nicht unter die Gefahrgutvorschriften.
784,298,Produkt fällt unter die Gefahrgutvorschriften.
785,312,lila
786,312,gelb
787,312,natur
788,312,schwarz
789,312,grün
790,312,silberfarben
791,312,transparent
792,312,grau
793,312,blau
794,312,braun
795,312,orange
796,312,weiß
797,312,goldfarben
798,312,rot
799,312,bunt
800,312,rosa
801,343,3 Jahre auf die Beschichtung
802,343,3 Jahre nach Registrierung über die Website
803,344,"0,25"
804,344,"0,5"
805,344,"0,75"
806,344,1
807,344,"1,5"
808,344,10
809,344,11
810,344,12
811,344,13
812,344,14
813,344,15
814,344,16
815,344,17
816,344,18
817,344,19
818,344,2
819,344,"2,5"
820,344,20
821,344,21
822,344,22
823,344,23
824,344,24
825,344,25
826,344,26
827,344,27
828,344,28
829,344,29
830,344,3
831,344,30
832,344,4
833,344,5
834,344,6
835,344,7
836,344,8
837,344,9
838,346,BDIH-Kontrollierte Naturkosmetik
839,346,Bio-Baumwolle
840,346,Bio-Baumwolle in Umstellung
841,346,Bioland
842,346,Blauer Engel
843,346,bluesign® PRODUCT
844,346,CertiPUR
845,346,circular.fashion Designkriterien
846,346,Cotton made in Africa INSIDE
847,346,Cradle to Cradle Certified™ BRONZE
848,346,Cradle to Cradle Certified™ GOLD
849,346,Cradle to Cradle Certified™ PLATINUM
850,346,Cradle to Cradle Certified™ SILVER
851,346,Daunen/Federn aus artgerechter Tierhaltung
852,346,Downpass
853,346,ECOCERT
854,346,EU-Bio-Logo
855,346,EU Ecolabel
856,346,Fairtrade Cotton
857,346,Global Recycled Standard
858,346,GoodWeave™
859,346,GOTS made with organic materials
860,346,GOTS made with organic materials (in Umstellung)
861,346,GOTS organic
862,346,GOTS organic (in Umstellung)
863,346,Grüner Knopf
864,346,GUT-Prodis-Label®
865,346,Leather Working Group
866,346,LENZING™ ECOVERO™
867,346,MADE IN GREEN by OEKO-TEX®
868,346,NATRUE
869,346,Naturland
870,346,NATURLEDER IVN zertifiziert BEST
871,346,NATURTEXTIL IVN zertifiziert BEST
872,346,Nordic Swan Ecolabel
873,346,OCS 100 (in Umstellung)
874,346,OCS blended (in Umstellung)
875,346,OEKO-TEX® ORGANIC COTTON
876,346,Organic Content Standard 100
877,346,Organic Content Standard blended
878,346,Recycelter Kunststoff (Hartwaren)
879,346,Recyceltes Material
880,346,Recycled Claim Standard 100
881,346,Recycled Claim Standard blended
882,346,Regenerativ angebaute Materialien
883,346,Regenerative Cotton Standard®
884,346,Responsible Down Standard
885,346,Responsible Wool Standard
886,346,Schnell nachwachsende Rohstoffe
887,346,Spinnova
888,346,TENCEL™ Lyocell
889,346,TENCEL™ Modal
890,346,TENCEL™ x REFIBRA™ Technologie
891,346,The Good Cashmere Standard®
892,346,Unterstützt Cotton made in Africa
893,346,Viskose aus verbesserter Rohstoffbeschaffung
894,346,Wolle aus artgerechter Tierhaltung
895,347,Elektrofahrzeugbatterie
896,347,Gerätebatterie
897,347,Industriebatterie
