id,group_id,name,type,description,multi_value,relevance,unit
25665,534,Warnhinweise,STRING,"Wählen Sie einen oder mehrere Warnhinweise aus der Liste aus, die in gleicher Form auch am Produkt angebracht sind (häufig bei Spielwaren zu finden).",t,LOW,""
25666,534,Informationen zur Datennutzung (nach EU Data Act),STRING,Hinweis zur Daten Nutzung und Weitergabe an Dritte und Möglichkeit der Einsicht,f,LOW,""
25667,534,Wohnraum,STRING,"",t,HIGH,""
25668,534,Grundfarbe,STRING,Grundfarbe,f,HIGH,""
25669,534,Kurzlink Blauer Engel,STRING,"Die Nutzung des BLAUER ENGEL Logos ist nur in Verbindung mit einem Kurzlink zulässig, der die BLAUER ENGEL Internetadresse und die Nummer der Vergabekriterien (UZ-Nummer) anzeigt.",f,LOW,""
25670,534,Nachhaltigkeitssiegel,STRING,Die Anzeige der Siegel auf Otto.de erfolgt erst nach erfolgreicher Validierung der Zertifizierung. Alle Informationen dazu finden Sie im Helpdesk.,t,LOW,""
25671,534,CLP-Gefahrenpiktogramm,STRING,Wenn das Produkt unter die Verordnung (EG) Nr. 1272/2008 (CLP) fällt (siehe auch Relevanz CLP-Pflicht) benötigt es ein Gefahrenpiktogramm in der Auslobung im Shop. Dieses findet sich auf dem zum Produkt gehörenden Sicherheitsdatenblatt.,t,LOW,""
25672,534,Nettofüllmenge (Gewicht),FLOAT,"",f,LOW,g
25673,534,Relevanz Gefahrgut,STRING,"Mit diesem Merkmal soll eine generelle Aussage getroffen werden, ob der Artikel unter die Gefahrgutvorschriften fällt oder nicht.",f,LOW,""
25674,535,Farbe,STRING,"Wählen Sie einen oder mehrere Vorgabewerte, die am besten die Farben ihrer Produktvariante beschreiben. Beachten Sie, dass Sie ggf. unter dem Merkmal ""Herstellerfarbbezeichnung"" (wenn vorhanden) die Farbbezeichnung angeben können, die Sie verwenden.",f,HIGH,""
25675,535,Details Füße,STRING,"",t,LOW,""
25676,535,Spielmodule,STRING,"",t,LOW,""
25677,535,Einsatzbereich,STRING,Beschreibt die Ausstattung des Produkts,t,HIGH,""
25678,535,Empfohlenes Alter,STRING,"",f,LOW,Jahre
25679,535,Passender Snack,STRING,"",t,LOW,""
25680,535,Anwendungszweck,STRING,"",t,LOW,""
25681,535,Anzahl Spielmodule,INTEGER,"",f,LOW,St.
25682,535,Anzahl Teile,INTEGER,"Besteht die bestellbare Einheit aus mehr als einem Teil, können Sie hier die Anzahl der Teile angeben.",f,LOW,St.
25683,535,Schwierigkeitsgrade,INTEGER,"",f,LOW,""
25684,535,Serie,STRING,"Produkte mit demselben Eintrag in “Serie” und “Marke”, werden unter ""Mehr aus der Serie"" angezeigt. Des Weiteren wird der Serienname im Filter “Serie” aufgeführt. Wenn es sich nicht um den offiziellen Seriennamen handelt, kann das Merkmal ""Serie Technischer Name"" gepflegt werden, damit die Produkte unter ""Mehr aus der Serie"" angezeigt werden.",f,LOW,""
25685,535,Set-Info,STRING,Zur Anzeige in der Kurzbezeichnung. Bitte kurz halten!,f,LOW,""
25686,535,Set-Typ,STRING,"Beachten Sie die Unterscheidung von ""Set"" und ""Packung""! Ein Set besteht aus mehreren UNTERSCHIEDLICHEN Produkttypen (z.B. Bezug, Vorleger und Matte), eine Packung besteht aus mehreren GLEICHEN Produkttypen (z.B. 4x Vorleger).",f,LOW,""
25687,535,Tierart,STRING,"",t,HIGH,""
25688,535,Modellbezeichnung,STRING,Relevant für EEK,f,LOW,""
25689,535,Höhe,FLOAT,Höhe,f,LOW,cm
25690,535,Breite,FLOAT,Breite,f,LOW,cm
25691,535,Durchmesser,FLOAT,"",f,LOW,cm
25692,535,Gewicht,FLOAT,Gewicht,f,LOW,kg
25693,535,Länge,FLOAT,Länge,f,LOW,cm
25694,535,Batterie-/Akku-Technologie,STRING,Die Bauart der Akkus und ihre chemische Zusammensetzung sind wichtige Informationen in der Logistik für Gefahrstoffe. Auch als Kundeninformation wichtig.,t,LOW,""
25695,535,Akkukapazität,FLOAT,"Die Kapazität der verbauten Akkus wird nicht nur zur Information der Kunden benötigt, sondern ist auch in der Logistik von Gefahrstoffen (dazu gehören auch Akkus) eine wichtige Information.",f,LOW,mAh
25696,535,Anzahl Batterien,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Batterien eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
25697,535,Anzahl Akkus,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Batterien eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
25698,535,Leistung Akku,FLOAT,"Leistung des Akkus, Information für Kunden. Siehe auch Merkmal ""Spannung Akku"".",f,LOW,Wh
25699,535,Spannung Akku,FLOAT,"Spannung des Akkus in Volt. Relevant als Kundeninformation. Beachten Sie: Wird das Merkmal „Spannung Akku“ gewählt, muss auch die „Leistung Akku“ angegeben werden. Hierdurch ist eine Berechnung der Akkukapazität möglich.",t,LOW,V
25700,535,Art Stromversorgung,STRING,"",t,LOW,""
25701,535,Lieferzustand Batterien / Akkus,STRING,"Geben sie bitte an, ob sich Akkus oder Batteries im Gerät oder in der Verpackung befinden bzw. diese festverbaut sind.",t,LOW,""
25702,535,Material,STRING,Material,f,HIGH,""
25703,535,Materialeigenschaften,STRING,"",t,LOW,""
25704,535,Pflegehinweise,STRING,Pflegehinweise,t,LOW,""
25705,535,Lieferumfang,STRING,"",t,LOW,""
25706,535,Sprachen Bedienungs-/Aufbauanleitung,STRING,"Wählen Sie hier aus der Liste der möglichen Sprachen diejenigen aus, in der eine Bedienungs-/Aufbauanleitung vorliegt.",t,LOW,""
25707,535,Herstellungsland,STRING,"",f,LOW,""
25708,535,Warnhinweise,STRING,"Wählen Sie einen oder mehrere Warnhinweise aus der Liste aus, die in gleicher Form auch am Produkt angebracht sind (häufig bei Spielwaren zu finden).",t,LOW,""
25709,535,Bedingte Herstellergarantie,STRING,Garantien auf Teilbereiche des Produktes oder unter bestimmten Bedingungen,f,LOW,""
25710,535,Herstellergarantie Gesamtprodukt,FLOAT,"Gültig für das gesamte Produkt, nicht Teilbereiche oder unter bestimmten Bedingungen",f,LOW,Jahr(e)
25711,535,Informationen zur Datennutzung (nach EU Data Act),STRING,Hinweis zur Daten Nutzung und Weitergabe an Dritte und Möglichkeit der Einsicht,f,LOW,""
25712,535,Batterieart laut BattVO,STRING,Art der Batterie nach Batterieverordnung 2023,f,LOW,""
25713,535,Batt-Reg.-Nr. DE,INTEGER,EAR-Registrierungsnummer zur BattVO,f,LOW,""
25714,535,Geräteart laut ElektroG,STRING,"ElektroG (Elektro- und Elektronikgerätegesetz): Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten",f,LOW,""
25715,535,Marke laut BattVO,STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
25716,535,Marke laut ElektroG (EAR),STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
25717,535,Relevanz Gefahrgut,STRING,"Mit diesem Merkmal soll eine generelle Aussage getroffen werden, ob der Artikel unter die Gefahrgutvorschriften fällt oder nicht.",f,LOW,""
25718,535,WEEE-Reg.-Nr. DE,INTEGER,"WEEE (Waste of Electrical and Electronic Equipment) erforderlich bei ElektroG-relevanten Produkten (Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten)",f,LOW,""
25719,535,Geschlecht,STRING,Wird zur Präzisierung der Zielgruppe genutzt. Siehe auch Merkmal 'Zielgruppe'.,f,HIGH,""
25720,535,Zielgruppe,STRING,"Gibt an, für welche Altersgruppe Ihr Produkt (besonders) geeignet ist. Siehe auch Merkmal 'Geschlecht'.",t,HIGH,""
25721,535,Besondere Merkmale,STRING,"Besonders hervorzuhebende bzw. verkaufsfördernde Eigenschaften Ihres Artikels. Diese kurze Stichwortangabe wird bei der automatischen Zusammensetzung der Artikelkurzbeschreibung (Überschrift) verwendet. Beispiele: ""mit Flockprint"", ""mit 2 unterschiedlich festen Liegeseiten"", ""nur Gehäuse""",f,LOW,""
25722,535,Grundfarbe,STRING,Grundfarbe,f,HIGH,""
25723,535,Kurzlink Blauer Engel,STRING,"Die Nutzung des BLAUER ENGEL Logos ist nur in Verbindung mit einem Kurzlink zulässig, der die BLAUER ENGEL Internetadresse und die Nummer der Vergabekriterien (UZ-Nummer) anzeigt.",f,LOW,""
25724,535,Nachhaltigkeitssiegel,STRING,Die Anzeige der Siegel auf Otto.de erfolgt erst nach erfolgreicher Validierung der Zertifizierung. Alle Informationen dazu finden Sie im Helpdesk.,t,LOW,""
25725,536,Anzahl Teile,INTEGER,Anzahl Teile,f,LOW,St.
25726,536,Filmfigur,STRING,"",t,HIGH,""
25727,536,Film / Serie,STRING,"",f,HIGH,""
25728,536,Serie,STRING,"Produkte mit demselben Eintrag in “Serie” und “Marke”, werden unter ""Mehr aus der Serie"" angezeigt. Des Weiteren wird der Serienname im Filter “Serie” aufgeführt. Wenn es sich nicht um den offiziellen Seriennamen handelt, kann das Merkmal ""Serie Technischer Name"" gepflegt werden, damit die Produkte unter ""Mehr aus der Serie"" angezeigt werden.",f,LOW,""
25729,536,Set-Info,STRING,Zur Anzeige in der Kurzbezeichnung. Bitte kurz halten!,f,HIGH,""
25730,536,Set-Typ,STRING,Set-Typ,f,HIGH,""
25731,536,Besondere Merkmale,STRING,Bitte beachten Sie die Zeichenbegrenzung von maximal 70 Zeichen für dieses Merkmal.,f,HIGH,""
25732,536,Altersempfehlung,STRING,"Die Altersempfehlung gibt an, ab welchem Alter das Produkt verwendet werden darf. Es gibt Vorgabewerte für Spielwaren, Babyartikel, USK und FSK. Dieses Merkmal ist auch für alkoholische Getränke zu pflegen.",f,HIGH,""
25733,536,Modellbezeichnung,STRING,Relevant für EEK,f,LOW,""
25734,536,Länge,FLOAT,Länge,f,LOW,cm
25735,536,Breite,FLOAT,Breite,f,LOW,cm
25736,536,Durchmesser,FLOAT,"",f,LOW,cm
25737,536,Höhe,FLOAT,Höhe,f,LOW,cm
25738,536,Gewicht,FLOAT,Gewicht,f,LOW,g
25739,536,Grundfarbe,STRING,Grundfarbe,f,HIGH,""
25740,536,Farbe,STRING,Farbe,f,HIGH,""
25741,536,Material,STRING,Material,f,HIGH,""
25742,536,Lieferzustand Batterien / Akkus,STRING,"Geben sie bitte an, ob sich Akkus oder Batteries im Gerät oder in der Verpackung befinden bzw. diese festverbaut sind.",t,LOW,""
25743,536,Sprachen Bedienungs-/Aufbauanleitung,STRING,"Wählen Sie hier aus der Liste der möglichen Sprachen diejenigen aus, in der eine Bedienungs-/Aufbauanleitung vorliegt.",t,LOW,""
25744,536,Warnhinweise,STRING,"Wählen Sie einen oder mehrere Warnhinweise aus der Liste aus, die in gleicher Form auch am Produkt angebracht sind (häufig bei Spielwaren zu finden).",t,LOW,""
25745,536,Informationen zur Datennutzung (nach EU Data Act),STRING,Hinweis zur Daten Nutzung und Weitergabe an Dritte und Möglichkeit der Einsicht,f,LOW,""
25746,536,Bedingte Herstellergarantie,STRING,Garantien auf Teilbereiche des Produktes oder unter bestimmten Bedingungen,f,LOW,""
25747,536,Herstellergarantie Gesamtprodukt,FLOAT,"Gültig für das gesamte Produkt, nicht Teilbereiche oder unter bestimmten Bedingungen",f,LOW,Jahr(e)
25748,536,Hinweis Lieferumfang,STRING,Hinweis auf nicht im Lieferumfang enthaltene Bestandteile,t,LOW,""
25749,536,Lieferumfang,STRING,"",t,LOW,""
25750,536,Relevanz Gefahrgut,STRING,"Mit diesem Merkmal soll eine generelle Aussage getroffen werden, ob der Artikel unter die Gefahrgutvorschriften fällt oder nicht.",f,LOW,""
25751,536,Geräteart laut ElektroG,STRING,"ElektroG (Elektro- und Elektronikgerätegesetz): Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten",f,LOW,""
25752,536,Marke laut ElektroG (EAR),STRING,Abweichender Markenname in der EAR-Datenbank,f,HIGH,""
25753,536,Batterieart laut BattVO,STRING,Art der Batterie nach Batterieverordnung 2023,f,LOW,""
25754,536,Marke laut BattVO,STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
25755,536,Batt-Reg.-Nr. DE,INTEGER,EAR-Registrierungsnummer zur BattVO,f,LOW,""
25756,536,WEEE-Reg.-Nr. DE,INTEGER,"WEEE (Waste of Electrical and Electronic Equipment) erforderlich bei ElektroG-relevanten Produkten (Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten)",f,LOW,""
25757,536,Akkukapazität,FLOAT,"Die Kapazität der verbauten Akkus wird nicht nur zur Information der Kunden benötigt, sondern ist auch in der Logistik von Gefahrstoffen (dazu gehören auch Akkus) eine wichtige Information.",f,LOW,mAh
25758,536,Anzahl Akkus,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Batterien eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
25759,536,Anzahl Batterien,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Batterien eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
25760,536,Anzahl Batterien / Akkus,INTEGER,"",f,LOW,""
25761,536,Anzahl Kanäle,INTEGER,"",f,LOW,""
25762,536,Art Stromversorgung,STRING,"",t,HIGH,""
25763,536,Batterie-/Akku-Technologie,STRING,Die Bauart der Akkus und ihre chemische Zusammensetzung sind wichtige Informationen in der Logistik für Gefahrstoffe. Auch als Kundeninformation wichtig.,t,LOW,""
25764,536,Kabellänge,FLOAT,Länge des Stromkabels,f,LOW,m
25765,536,Leistung Akku,FLOAT,"Leistung des Akkus, Information für Kunden. Siehe auch Merkmal ""Spannung Akku"".",f,LOW,Wh
25766,536,Reichweite,FLOAT,"",f,HIGH,km
25767,536,Spannung,STRING,Bei Stromversorgung über Stromkabel,t,LOW,V
25768,536,Spannung Akku,FLOAT,"Spannung des Akkus in Volt. Relevant als Kundeninformation. Beachten Sie: Wird das Merkmal „Spannung Akku“ gewählt, muss auch die „Leistung Akku“ angegeben werden. Hierdurch ist eine Berechnung der Akkukapazität möglich.",t,LOW,V
25769,536,Typ Netzstecker,STRING,Wählen Sie den am Produkt verwendeten Netzstecker aus der Liste aus. Diese Information wird zur Einsatzsteuerung und Kundeninformation verwendet.,f,LOW,""
25770,536,Nachhaltigkeitssiegel,STRING,Die Anzeige der Siegel auf Otto.de erfolgt erst nach erfolgreicher Validierung der Zertifizierung. Alle Informationen dazu finden Sie im Helpdesk.,t,LOW,""
25771,536,Kurzlink Blauer Engel,STRING,"Die Nutzung des BLAUER ENGEL Logos ist nur in Verbindung mit einem Kurzlink zulässig, der die BLAUER ENGEL Internetadresse und die Nummer der Vergabekriterien (UZ-Nummer) anzeigt.",f,LOW,""
25772,537,Einsatzbereich,STRING,Beschreibt die Ausstattung des Produkts,t,HIGH,""
25773,537,Passend für,STRING,Passend für,t,LOW,""
25774,537,Funktionen,STRING,Beschreibt die Funktionen des Produkts,f,HIGH,""
25775,537,Ausstattung,STRING,Ausstattung,t,HIGH,""
25776,537,Art Bedienung,STRING,"",t,LOW,""
25777,537,Anzahl Fernbedienungen,INTEGER,"",f,LOW,St.
25778,537,Anzahl steuerbarer Empfänger,INTEGER,"",f,LOW,St.
25779,537,Art Montage,STRING,"",t,LOW,""
25780,537,Betriebsart,STRING,"",t,HIGH,""
25781,537,Anzahl Teile,INTEGER,Anzahl Teile,f,LOW,tlg.
25782,537,Besondere Merkmale,STRING,Bitte beachten Sie die Zeichenbegrenzung von maximal 70 Zeichen für dieses Merkmal.,f,HIGH,""
25783,537,Serie,STRING,"Produkte mit demselben Eintrag in “Serie” und “Marke”, werden unter ""Mehr aus der Serie"" angezeigt. Des Weiteren wird der Serienname im Filter “Serie” aufgeführt. Wenn es sich nicht um den offiziellen Seriennamen handelt, kann das Merkmal ""Serie Technischer Name"" gepflegt werden, damit die Produkte unter ""Mehr aus der Serie"" angezeigt werden.",f,LOW,""
25784,537,Set-Info,STRING,Zur Anzeige in der Kurzbezeichnung. Bitte kurz halten!,f,HIGH,""
25785,537,Set-Typ,STRING,Set-Typ,f,LOW,""
25786,537,Modellbezeichnung,STRING,Relevant für EEK,f,LOW,""
25787,537,Funkstandard,STRING,"",t,LOW,""
25788,537,Funkfrequenz,FLOAT,"",f,HIGH,MHz
25789,537,Verschlüsselung,STRING,"",t,LOW,""
25790,537,Sicherheitscodierung,STRING,"",t,LOW,""
25791,537,Art Ausgänge,STRING,"",f,LOW,""
25792,537,Anzahl Kanäle,STRING,"",f,LOW,""
25793,537,Anzahl Schaltkontakte,INTEGER,"",f,LOW,St.
25794,537,Reichweite Freifeld,FLOAT,"",f,LOW,m
25795,537,Reichweite Gebäude,FLOAT,"",f,LOW,m
25796,537,Kompatible Smart-Home-Systeme,STRING,"",t,HIGH,""
25797,537,Kompatible Betriebssysteme ab,STRING,"",t,LOW,""
25798,537,WEEE-Reg.-Nr. DE,INTEGER,"WEEE (Waste of Electrical and Electronic Equipment) erforderlich bei ElektroG-relevanten Produkten (Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten)",f,LOW,""
25799,537,Art Stromversorgung,STRING,"",t,HIGH,""
25800,537,Spannung,STRING,Bei Stromversorgung über Stromkabel,t,LOW,V
25801,537,Leistung maximal,FLOAT,Leistung bei Betrieb über Kabel,f,LOW,W
25802,537,Nennstrom,FLOAT,"",f,LOW,A
25803,537,Kabellänge,FLOAT,Länge des Stromkabels,f,LOW,m
25804,537,Leistungsaufnahme Stand-by,FLOAT,"",f,LOW,W
25805,537,Schutzart,STRING,"",t,LOW,""
25806,537,Batterie-/Akku-Technologie,STRING,Die Bauart der Akkus und ihre chemische Zusammensetzung sind wichtige Informationen in der Logistik für Gefahrstoffe. Auch als Kundeninformation wichtig.,t,LOW,""
25807,537,Anzahl Akkus,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Akkus eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
25808,537,Akkukapazität,FLOAT,"Die Kapazität der verbauten Akkus wird nicht nur zur Information der Kunden benötigt, sondern ist auch in der Logistik von Gefahrstoffen (dazu gehören auch Akkus) eine wichtige Information.",f,LOW,Ah
25809,537,Akkulaufzeit maximal,FLOAT,"",f,LOW,Std.
25810,537,Ladezeit Akku,FLOAT,"",f,LOW,Std.
25811,537,Anzahl Batterien,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Batterien eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
25812,537,Leistung Akku,FLOAT,"Leistung des Akkus, Information für Kunden. Siehe auch Merkmal ""Spannung Akku"".",f,LOW,Wh
25813,537,Spannung Akku,FLOAT,"Spannung des Akkus in Volt. Relevant als Kundeninformation. Beachten Sie: Wird das Merkmal „Spannung Akku“ gewählt, muss auch die „Leistung Akku“ angegeben werden. Hierdurch ist eine Berechnung der Akkukapazität möglich.",f,LOW,V
25814,537,Typ Netzstecker,STRING,Wählen Sie den am Produkt verwendeten Netzstecker aus der Liste aus. Diese Information wird zur Einsatzsteuerung und Kundeninformation verwendet.,f,LOW,""
25815,537,Lieferzustand Batterien / Akkus,STRING,"Geben sie bitte an, ob sich Akkus oder Batteries im Gerät oder in der Verpackung befinden bzw. diese festverbaut sind.",t,LOW,""
25816,537,Breite,FLOAT,Breite,f,HIGH,cm
25817,537,Höhe,FLOAT,Höhe,f,HIGH,cm
25818,537,Länge,FLOAT,Länge,f,LOW,cm
25819,537,Gewicht,FLOAT,Gewicht,f,LOW,g
25820,537,Farbe,STRING,Farbe,f,HIGH,""
25821,537,Material,STRING,Material,f,HIGH,""
25822,537,Grundfarbe,STRING,Grundfarbe,f,HIGH,""
25823,537,Herstellergarantie,STRING,"",f,LOW,""
25824,537,Lieferumfang,STRING,"",t,LOW,""
25825,537,Sprachen Bedienungs-/Aufbauanleitung,STRING,"Wählen Sie hier aus der Liste der möglichen Sprachen diejenigen aus, in der eine Bedienungs-/Aufbauanleitung vorliegt.",t,LOW,""
25826,537,Installationshinweis,STRING,"",t,LOW,""
25827,537,Hinweis Montage,STRING,"",f,LOW,""
25828,537,Hinweis Maßangaben,STRING,"",f,LOW,""
25829,537,Warnhinweise,STRING,"Wählen Sie einen oder mehrere Warnhinweise aus der Liste aus, die in gleicher Form auch am Produkt angebracht sind (häufig bei Spielwaren zu finden).",t,LOW,""
25830,537,Bedingte Herstellergarantie,STRING,Garantien auf Teilbereiche des Produktes oder unter bestimmten Bedingungen,f,LOW,""
25831,537,Herstellergarantie Gesamtprodukt,FLOAT,"Gültig für das gesamte Produkt, nicht Teilbereiche oder unter bestimmten Bedingungen",f,LOW,Jahr(e)
25832,537,Informationen zur Datennutzung (nach EU Data Act),STRING,Hinweis zur Daten Nutzung und Weitergabe an Dritte und Möglichkeit der Einsicht,f,LOW,""
25833,537,Wohnraum,STRING,"",t,HIGH,""
25834,537,Kurzlink Blauer Engel,STRING,"Die Nutzung des BLAUER ENGEL Logos ist nur in Verbindung mit einem Kurzlink zulässig, der die BLAUER ENGEL Internetadresse und die Nummer der Vergabekriterien (UZ-Nummer) anzeigt.",f,LOW,""
25835,537,Nachhaltigkeitssiegel,STRING,Die Anzeige der Siegel auf Otto.de erfolgt erst nach erfolgreicher Validierung der Zertifizierung. Alle Informationen dazu finden Sie im Helpdesk.,t,LOW,""
25836,537,Batterieart laut BattVO,STRING,Art der Batterie nach Batterieverordnung 2023,f,LOW,""
25837,537,Batt-Reg.-Nr. DE,INTEGER,EAR-Registrierungsnummer zur BattVO,f,LOW,""
25838,537,Geräteart laut ElektroG,STRING,"ElektroG (Elektro- und Elektronikgerätegesetz): Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten",f,LOW,""
25839,537,Marke laut BattVO,STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
25840,537,Marke laut ElektroG (EAR),STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
25841,537,Relevanz Gefahrgut,STRING,"Mit diesem Merkmal soll eine generelle Aussage getroffen werden, ob der Artikel unter die Gefahrgutvorschriften fällt oder nicht.",f,LOW,""
25842,538,Markeninformationen,STRING,"Wenn erwünscht, geben Sie hier einen kurzen Text (ca. 300 Zeichen) ein, der die Marke Ihres Produktes werblich beschreibt. Beachten Sie: Verwenden Sie pro Marke jeweils den gleichen Text.",f,MEDIUM,""
25843,538,Ausstattung,STRING,Ausstattung,t,HIGH,""
25844,538,Eigenschaften,STRING,"",t,HIGH,""
25845,538,Form,STRING,Beschreibt die Optik des Artikels,f,MEDIUM,""
25846,538,Stuhlbefestigung,STRING,"",f,LOW,""
25847,538,Verschluss,STRING,"",f,LOW,""
25848,538,Geeignet für,STRING,"",t,HIGH,""
25849,538,Art Befestigung,STRING,"",t,LOW,""
25850,538,Einsatzbereich,STRING,Beschreibt die Ausstattung des Produkts,t,HIGH,""
25851,538,Kernaufbau,STRING,"",f,LOW,""
25852,538,Serie,STRING,"Produkte mit demselben Eintrag in “Serie” und “Marke”, werden unter ""Mehr aus der Serie"" angezeigt. Des Weiteren wird der Serienname im Filter “Serie” aufgeführt. Wenn es sich nicht um den offiziellen Seriennamen handelt, kann das Merkmal ""Serie Technischer Name"" gepflegt werden, damit die Produkte unter ""Mehr aus der Serie"" angezeigt werden.",f,LOW,""
25853,538,Modellbezeichnung,STRING,Relevant für EEK,f,LOW,""
25854,538,Breite,FLOAT,Breite,f,HIGH,cm
25855,538,Länge,FLOAT,Länge,f,HIGH,cm
25856,538,Höhe,FLOAT,Höhe,f,LOW,cm
25857,538,Durchmesser,FLOAT,"",f,LOW,cm
25858,538,Gewicht,FLOAT,Gewicht,t,LOW,g
25859,538,Farbe,STRING,Farbe,f,HIGH,""
25860,538,Grundfarbe,STRING,Grundfarbe,f,HIGH,""
25861,538,Material,STRING,Material,f,MEDIUM,""
25862,538,Material Bezug,STRING,"",t,LOW,""
25863,538,Material Füllung,STRING,"",t,MEDIUM,""
25864,538,Materialeigenschaften,STRING,"",t,HIGH,""
25865,538,Materialzusammensetzung,STRING,Zusammensetzung der verschiedenen Materialien eines textilen Produktes auf Basis des Textilkennzeichnungsgesetzes. Die Angaben müssen mit denen am Produkt übereinstimmen.,f,LOW,""
25866,538,Pflegehinweise,STRING,Pflegehinweise,t,LOW,""
25867,538,Lieferumfang,STRING,"",t,HIGH,""
25868,538,Sprachen Bedienungs-/Aufbauanleitung,STRING,"Wählen Sie hier aus der Liste der möglichen Sprachen diejenigen aus, in der eine Bedienungs-/Aufbauanleitung vorliegt.",t,LOW,""
25869,538,Qualitätssiegel,STRING,"",t,LOW,""
25870,538,Warnhinweise,STRING,"Wählen Sie einen oder mehrere Warnhinweise aus der Liste aus, die in gleicher Form auch am Produkt angebracht sind (häufig bei Spielwaren zu finden).",t,LOW,""
25871,538,Bedingte Herstellergarantie,STRING,Garantien auf Teilbereiche des Produktes oder unter bestimmten Bedingungen,f,LOW,""
25872,538,Herstellergarantie Gesamtprodukt,FLOAT,"Gültig für das gesamte Produkt, nicht Teilbereiche oder unter bestimmten Bedingungen",f,LOW,Jahr(e)
25873,538,Informationen zur Datennutzung (nach EU Data Act),STRING,Hinweis zur Daten Nutzung und Weitergabe an Dritte und Möglichkeit der Einsicht,f,LOW,""
25874,538,Batterieart laut BattVO,STRING,Art der Batterie nach Batterieverordnung 2023,f,LOW,""
25875,538,Batt-Reg.-Nr. DE,INTEGER,EAR-Registrierungsnummer zur BattVO,f,LOW,""
25876,538,Geräteart laut ElektroG,STRING,"ElektroG (Elektro- und Elektronikgerätegesetz): Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten",f,LOW,""
25877,538,Marke laut BattVO,STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
25878,538,Marke laut ElektroG (EAR),STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
25879,538,Relevanz Gefahrgut,STRING,"Mit diesem Merkmal soll eine generelle Aussage getroffen werden, ob der Artikel unter die Gefahrgutvorschriften fällt oder nicht.",f,LOW,""
25880,538,Aufbauhinweise,STRING,"",t,LOW,""
25881,538,Lieferzustand,STRING,"",t,HIGH,""
25882,538,Anzahl Batterien,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Batterien eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
25883,538,Batterie-/Akku-Technologie,STRING,Die Bauart der Akkus und ihre chemische Zusammensetzung sind wichtige Informationen in der Logistik für Gefahrstoffe. Auch als Kundeninformation wichtig.,t,LOW,""
25884,538,Akkukapazität,FLOAT,"Die Kapazität der verbauten Akkus wird nicht nur zur Information der Kunden benötigt, sondern ist auch in der Logistik von Gefahrstoffen (dazu gehören auch Akkus) eine wichtige Information.",f,LOW,mAh
25885,538,Anzahl Akkus,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Batterien eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
25886,538,Art Stromversorgung,STRING,"",t,LOW,""
25887,538,Leistung Akku,FLOAT,"Leistung des Akkus, Information für Kunden. Siehe auch Merkmal ""Spannung Akku"".",f,LOW,Wh
25888,538,Lieferzustand Batterien / Akkus,STRING,"Geben sie bitte an, ob sich Akkus oder Batteries im Gerät oder in der Verpackung befinden bzw. diese festverbaut sind.",t,LOW,""
