id,group_id,name,type,description,multi_value,relevance,unit
1,1,Art Stromversorgung,STRING,"",t,HIGH,""
2,1,Anzahl Akkus,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Akkus eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
3,1,Anzahl Batterien,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Batterien eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
4,1,Akkukapazität,FLOAT,"Die Kapazität der verbauten Akkus wird nicht nur zur Information der Kunden benötigt, sondern ist auch in der Logistik von Gefahrstoffen (dazu gehören auch Akkus) eine wichtige Information.",f,LOW,mAh
5,1,Anzahl Batterien / Akkus,INTEGER,"",f,LOW,""
6,1,Batterie-/Akku-Technologie,STRING,Die Bauart der Akkus und ihre chemische Zusammensetzung sind wichtige Informationen in der Logistik für Gefahrstoffe. Auch als Kundeninformation wichtig.,t,LOW,""
7,1,Kabellänge,FLOAT,Länge des Stromkabels,f,LOW,m
8,1,Spannung,STRING,Bei Stromversorgung über Stromkabel,t,LOW,V
9,1,Leistung Akku,FLOAT,"Leistung des Akkus, Information für Kunden. Siehe auch Merkmal ""Spannung Akku"".",f,LOW,Wh
10,1,Spannung Akku,FLOAT,"Spannung des Akkus in Volt. Relevant als Kundeninformation. Beachten Sie: Wird das Merkmal „Spannung Akku“ gewählt, muss auch die „Leistung Akku“ angegeben werden. Hierdurch ist eine Berechnung der Akkukapazität möglich.",t,LOW,V
11,1,Typ Netzstecker,STRING,Wählen Sie den am Produkt verwendeten Netzstecker aus der Liste aus. Diese Information wird zur Einsatzsteuerung und Kundeninformation verwendet.,f,LOW,""
12,1,Lieferzustand Batterien / Akkus,STRING,"Geben sie bitte an, ob sich Akkus oder Batteries im Gerät oder in der Verpackung befinden bzw. diese festverbaut sind.",t,LOW,""
13,1,Reichweite,FLOAT,"",f,LOW,m
14,1,Wiederholungsrate,INTEGER,"",t,LOW,Hz
15,1,Anzahl Teile,INTEGER,"Besteht die bestellbare Einheit aus mehr als einem Teil, können Sie hier die Anzahl der Teile angeben.",f,LOW,St.
16,1,Besondere Merkmale,STRING,"Besonders hervorzuhebende bzw. verkaufsfördernde Eigenschaften Ihres Artikels. Diese kurze Stichwortangabe wird bei der automatischen Zusammensetzung der Artikelkurzbeschreibung (Überschrift) verwendet. Beispiele: ""mit Flockprint"", ""mit 2 unterschiedlich festen Liegeseiten"", ""nur Gehäuse""",f,HIGH,""
17,1,Set-Info,STRING,Zur Anzeige in der Kurzbezeichnung. Bitte kurz halten!,f,HIGH,""
18,1,Set-Typ,STRING,"Beachten Sie die Unterscheidung von ""Set"" und ""Packung""! Ein Set besteht aus mehreren UNTERSCHIEDLICHEN Produkttypen (z.B. Bezug, Vorleger und Matte), eine Packung besteht aus mehreren GLEICHEN Produkttypen (z.B. 4x Vorleger).",f,LOW,""
19,1,Kompatible Geräte,STRING,"",f,HIGH,""
20,1,Modellbezeichnung,STRING,Relevant für EEK,f,LOW,""
21,1,Breite,FLOAT,Breite,f,HIGH,cm
22,1,Durchmesser,FLOAT,"",f,LOW,cm
23,1,Gewicht,FLOAT,Gewicht,f,LOW,g
24,1,Höhe,FLOAT,Höhe,f,HIGH,cm
25,1,Länge,FLOAT,Länge,f,HIGH,cm
26,1,Farbe,STRING,"Wählen Sie einen oder mehrere Vorgabewerte, die am besten die Farben ihrer Produktvariante beschreiben. Beachten Sie, dass Sie ggf. unter dem Merkmal ""Herstellerfarbbezeichnung"" (wenn vorhanden) die Farbbezeichnung angeben können, die Sie verwenden.",f,HIGH,""
27,1,Material,STRING,Material,f,HIGH,""
28,1,Grundfarbe,STRING,Beschreibung der Grundfarbe bzw. Normalisierung der Farbe,f,HIGH,""
29,1,Sprachen Bedienungs-/Aufbauanleitung,STRING,"Wählen Sie hier aus der Liste der möglichen Sprachen diejenigen aus, in der eine Bedienungs-/Aufbauanleitung vorliegt.",t,LOW,""
30,1,Warnhinweise,STRING,"Wählen Sie einen oder mehrere Warnhinweise aus der Liste aus, die in gleicher Form auch am Produkt angebracht sind (häufig bei Spielwaren zu finden).",t,LOW,""
31,1,Bedingte Herstellergarantie,STRING,Garantien auf Teilbereiche des Produktes oder unter bestimmten Bedingungen,f,LOW,""
32,1,Herstellergarantie Gesamtprodukt,FLOAT,"Gültig für das gesamte Produkt, nicht Teilbereiche oder unter bestimmten Bedingungen",f,LOW,Jahr(e)
33,1,Informationen zur Datennutzung (nach EU Data Act),STRING,Hinweis zur Daten Nutzung und Weitergabe an Dritte und Möglichkeit der Einsicht,f,LOW,""
34,1,WEEE-Reg.-Nr. DE,INTEGER,"WEEE (Waste of Electrical and Electronic Equipment) erforderlich bei ElektroG-relevanten Produkten (Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten)",f,LOW,""
35,1,Kurzlink Blauer Engel,STRING,"Die Nutzung des BLAUER ENGEL Logos ist nur in Verbindung mit einem Kurzlink zulässig, der die BLAUER ENGEL Internetadresse und die Nummer der Vergabekriterien (UZ-Nummer) anzeigt.",f,LOW,""
36,1,Nachhaltigkeitssiegel,STRING,Die Anzeige der Siegel auf Otto.de erfolgt erst nach erfolgreicher Validierung der Zertifizierung. Alle Informationen dazu finden Sie im Helpdesk.,t,LOW,""
37,1,Batterieart laut BattVO,STRING,Art der Batterie nach Batterieverordnung 2023,f,LOW,""
38,1,Batt-Reg.-Nr. DE,INTEGER,EAR-Registrierungsnummer zur BattVO,f,LOW,""
39,1,Geräteart laut ElektroG,STRING,"ElektroG (Elektro- und Elektronikgerätegesetz): Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten",f,LOW,""
40,1,Marke laut BattVO,STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
41,1,Marke laut ElektroG (EAR),STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
42,1,Relevanz Gefahrgut,STRING,"Mit diesem Merkmal soll eine generelle Aussage getroffen werden, ob der Artikel unter die Gefahrgutvorschriften fällt oder nicht.",f,LOW,""
43,2,Ausstattung,STRING,"",t,HIGH,""
44,2,Funktionen,STRING,Beschreibt die Funktionen des Produkts,f,HIGH,""
45,2,Kompatible Filamente,STRING,"",t,HIGH,""
46,2,Eigenschaften Druckbett,STRING,"",t,LOW,""
47,2,Typ Extruder,STRING,"",t,LOW,""
48,2,Typ Drucker,STRING,"",t,LOW,""
49,2,Art Bedienung,STRING,"",t,LOW,""
50,2,Schichtstärken,FLOAT,"",t,LOW,µm
51,2,Software,STRING,"",f,LOW,""
52,2,Kompatible Dateiformate,STRING,"",t,LOW,""
53,2,Prozessor,STRING,"",f,LOW,""
54,2,Kompatible Betriebssysteme,STRING,"",t,LOW,""
55,2,Justierhilfe,STRING,"",f,LOW,""
56,2,Anzahl mitgelieferter Extruderköpfe,INTEGER,"",f,LOW,""
57,2,Eigenschaften Extruderköpfe,STRING,"",f,LOW,""
58,2,Druckgeschwindigkeit,FLOAT,"",f,LOW,mm/s
59,2,Lieferumfang,STRING,"",t,LOW,""
60,2,Set beinhaltet,STRING,"",f,LOW,""
61,2,Anzahl Teile,INTEGER,"Besteht die bestellbare Einheit aus mehr als einem Teil, können Sie hier die Anzahl der Teile angeben.",f,LOW,tlg.
62,2,Serie,STRING,"Produkte mit demselben Eintrag in “Serie” und “Marke”, werden unter ""Mehr aus der Serie"" angezeigt. Des Weiteren wird der Serienname im Filter “Serie” aufgeführt. Wenn es sich nicht um den offiziellen Seriennamen handelt, kann das Merkmal ""Serie Technischer Name"" gepflegt werden, damit die Produkte unter ""Mehr aus der Serie"" angezeigt werden.",f,LOW,""
63,2,Set-Typ,STRING,"Beachten Sie die Unterscheidung von ""Set"" und ""Packung""! Ein Set besteht aus mehreren UNTERSCHIEDLICHEN Produkttypen (z.B. Bezug, Vorleger und Matte), eine Packung besteht aus mehreren GLEICHEN Produkttypen (z.B. 4x Vorleger).",f,LOW,""
64,2,Modellbezeichnung,STRING,Relevant für EEK,f,LOW,""
65,2,Typ Anschluss,STRING,"",t,LOW,""
66,2,Typ Cardreader,STRING,"",t,LOW,""
67,2,Netzwerkstandard,STRING,"",t,LOW,""
68,2,Größe interner Speicher,INTEGER,"",f,LOW,GB
69,2,Farbe,STRING,"Wählen Sie einen oder mehrere Vorgabewerte, die am besten die Farben ihrer Produktvariante beschreiben. Beachten Sie, dass Sie ggf. unter dem Merkmal ""Herstellerfarbbezeichnung"" (wenn vorhanden) die Farbbezeichnung angeben können, die Sie verwenden.",f,HIGH,""
70,2,Material Gehäuse,STRING,"",t,HIGH,""
71,2,Material Druckbett,STRING,"",t,LOW,""
72,2,Grundfarbe,STRING,Grundfarbe,f,HIGH,""
73,2,Breite,FLOAT,Breite,f,HIGH,cm
74,2,Höhe,FLOAT,Höhe,f,HIGH,cm
75,2,Tiefe,FLOAT,Tiefe,f,HIGH,cm
76,2,Gewicht,FLOAT,"",f,LOW,kg
77,2,Breite Druckbereich maximal,FLOAT,"",f,LOW,mm
78,2,Breite Druckbereich minimal,FLOAT,"",f,LOW,mm
79,2,Höhe Druckbereich maximal,FLOAT,"",f,LOW,mm
80,2,Höhe Druckbereich minimal,FLOAT,"",f,LOW,mm
81,2,Tiefe Druckbereich maximal,FLOAT,"",f,LOW,mm
82,2,Tiefe Druckbereich minimal,FLOAT,"",f,LOW,mm
83,2,Bildschirmdiagonale in Zentimeter,FLOAT,"",f,LOW,cm
84,2,Bildschirmdiagonale in Zoll,FLOAT,"",f,HIGH,""""
85,2,Durchmesser Düsen,FLOAT,"",t,LOW,mm
86,2,Durchmesser Filament maximal,FLOAT,"",f,LOW,mm
87,2,Durchmesser Filament minimal,FLOAT,"",f,LOW,mm
88,2,Art Stromversorgung,STRING,"",t,LOW,""
89,2,Leistungsaufnahme maximal,FLOAT,"",f,LOW,W
90,2,Spannung,STRING,Bei Stromversorgung über Stromkabel,t,LOW,V
91,2,Typ Netzstecker,STRING,Wählen Sie den am Produkt verwendeten Netzstecker aus der Liste aus. Diese Information wird zur Einsatzsteuerung und Kundeninformation verwendet.,f,LOW,""
92,2,Sicherheitshinweise,STRING,"Wenn das Produkt unter die Verordnung (EG) Nr. 1272/2008 (CLP) fällt, befinden sich auf dem dazugehörigen Sicherheitsdatenblatt die sogenannten P-Sätze. Bitte alle Sicherheitshinweise auswählen die zum Produkt gehören, damit sie dem Kunden vor dem Kauf angezeigt werden können.",t,LOW,""
93,2,Warnhinweise,STRING,"Wählen Sie einen oder mehrere Warnhinweise aus der Liste aus, die in gleicher Form auch am Produkt angebracht sind (häufig bei Spielwaren zu finden).",t,LOW,""
94,2,Bedingte Herstellergarantie,STRING,Garantien auf Teilbereiche des Produktes oder unter bestimmten Bedingungen,f,LOW,""
95,2,Herstellergarantie Gesamtprodukt,FLOAT,"Gültig für das gesamte Produkt, nicht Teilbereiche oder unter bestimmten Bedingungen",f,LOW,Jahr(e)
96,2,Informationen zur Datennutzung (nach EU Data Act),STRING,Hinweis zur Daten Nutzung und Weitergabe an Dritte und Möglichkeit der Einsicht,f,LOW,""
97,2,WEEE-Reg.-Nr. DE,INTEGER,"WEEE (Waste of Electrical and Electronic Equipment) erforderlich bei ElektroG-relevanten Produkten (Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten)",f,LOW,""
98,2,Besondere Merkmale,STRING,"",f,HIGH,""
99,2,Set-Info,STRING,Zur Anzeige in der Kurzbezeichnung. Bitte kurz halten!,f,HIGH,""
100,2,Kurzlink Blauer Engel,STRING,"Die Nutzung des BLAUER ENGEL Logos ist nur in Verbindung mit einem Kurzlink zulässig, der die BLAUER ENGEL Internetadresse und die Nummer der Vergabekriterien (UZ-Nummer) anzeigt.",f,LOW,""
101,2,Nachhaltigkeitssiegel,STRING,Die Anzeige der Siegel auf Otto.de erfolgt erst nach erfolgreicher Validierung der Zertifizierung. Alle Informationen dazu finden Sie im Helpdesk.,t,LOW,""
102,2,Geräteart laut ElektroG,STRING,"ElektroG (Elektro- und Elektronikgerätegesetz): Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten",f,LOW,""
103,2,Marke laut ElektroG (EAR),STRING,Abweichender Markenname in der EAR-Datenbank,f,HIGH,""
104,2,Relevanz Gefahrgut,STRING,"Mit diesem Merkmal soll eine generelle Aussage getroffen werden, ob der Artikel unter die Gefahrgutvorschriften fällt oder nicht.",f,LOW,""
105,3,Akkukapazität,FLOAT,"Die Kapazität der verbauten Akkus wird nicht nur zur Information der Kunden benötigt, sondern ist auch in der Logistik von Gefahrstoffen (dazu gehören auch Akkus) eine wichtige Information.",f,LOW,mAh
106,3,Anzahl Batterien / Akkus,INTEGER,"",f,LOW,""
107,3,Art Stromversorgung,STRING,"",t,HIGH,""
108,3,Batterie-/Akku-Technologie,STRING,Die Bauart der Akkus und ihre chemische Zusammensetzung sind wichtige Informationen in der Logistik für Gefahrstoffe. Auch als Kundeninformation wichtig.,t,LOW,""
109,3,Kabellänge,FLOAT,Länge des Stromkabels,f,LOW,m
110,3,Spannung,STRING,Bei Stromversorgung über Stromkabel,t,LOW,V
111,3,Spannung Akku,FLOAT,"Spannung des Akkus in Volt. Relevant als Kundeninformation. Beachten Sie: Wird das Merkmal „Spannung Akku“ gewählt, muss auch die „Leistung Akku“ angegeben werden. Hierdurch ist eine Berechnung der Akkukapazität möglich.",t,LOW,V
112,3,Leistung Akku,FLOAT,"Leistung des Akkus, Information für Kunden. Siehe auch Merkmal ""Spannung Akku"".",f,LOW,Wh
113,3,Typ Netzstecker,STRING,Wählen Sie den am Produkt verwendeten Netzstecker aus der Liste aus. Diese Information wird zur Einsatzsteuerung und Kundeninformation verwendet.,f,LOW,""
114,3,Anzahl Akkus,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Akkus eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
115,3,Anzahl Batterien,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Batterien eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
116,3,Lieferzustand Batterien / Akkus,STRING,"Geben sie bitte an, ob sich Akkus oder Batteries im Gerät oder in der Verpackung befinden bzw. diese festverbaut sind.",t,LOW,""
117,3,Breite,FLOAT,Breite,f,HIGH,cm
118,3,Durchmesser,FLOAT,"",f,LOW,cm
119,3,Gewicht,FLOAT,Gewicht,f,LOW,g
120,3,Höhe,FLOAT,Höhe,f,HIGH,cm
121,3,Länge,FLOAT,Länge,f,LOW,cm
122,3,Farbe,STRING,"Wählen Sie einen oder mehrere Vorgabewerte, die am besten die Farben ihrer Produktvariante beschreiben. Beachten Sie, dass Sie ggf. unter dem Merkmal ""Herstellerfarbbezeichnung"" (wenn vorhanden) die Farbbezeichnung angeben können, die Sie verwenden.",f,HIGH,""
123,3,Material,STRING,Material,f,HIGH,""
124,3,Grundfarbe,STRING,Beschreibung der Grundfarbe bzw. Normalisierung der Farbe,f,HIGH,""
125,3,Sprachen Bedienungs-/Aufbauanleitung,STRING,"Wählen Sie hier aus der Liste der möglichen Sprachen diejenigen aus, in der eine Bedienungs-/Aufbauanleitung vorliegt.",t,LOW,""
126,3,Warnhinweise,STRING,"Wählen Sie einen oder mehrere Warnhinweise aus der Liste aus, die in gleicher Form auch am Produkt angebracht sind (häufig bei Spielwaren zu finden).",t,LOW,""
127,3,Bedingte Herstellergarantie,STRING,Garantien auf Teilbereiche des Produktes oder unter bestimmten Bedingungen,f,LOW,""
128,3,Herstellergarantie Gesamtprodukt,FLOAT,"Gültig für das gesamte Produkt, nicht Teilbereiche oder unter bestimmten Bedingungen",f,LOW,Jahr(e)
129,3,Informationen zur Datennutzung (nach EU Data Act),STRING,Hinweis zur Daten Nutzung und Weitergabe an Dritte und Möglichkeit der Einsicht,f,LOW,""
130,3,WEEE-Reg.-Nr. DE,INTEGER,"WEEE (Waste of Electrical and Electronic Equipment) erforderlich bei ElektroG-relevanten Produkten (Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten)",f,LOW,""
131,3,Kurzlink Blauer Engel,STRING,"Die Nutzung des BLAUER ENGEL Logos ist nur in Verbindung mit einem Kurzlink zulässig, der die BLAUER ENGEL Internetadresse und die Nummer der Vergabekriterien (UZ-Nummer) anzeigt.",f,LOW,""
132,3,Nachhaltigkeitssiegel,STRING,Die Anzeige der Siegel auf Otto.de erfolgt erst nach erfolgreicher Validierung der Zertifizierung. Alle Informationen dazu finden Sie im Helpdesk.,t,LOW,""
133,3,Batterieart laut BattVO,STRING,Art der Batterie nach Batterieverordnung 2023,f,LOW,""
134,3,Batt-Reg.-Nr. DE,INTEGER,EAR-Registrierungsnummer zur BattVO,f,LOW,""
135,3,Geräteart laut ElektroG,STRING,"ElektroG (Elektro- und Elektronikgerätegesetz): Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten",f,LOW,""
136,3,Relevanz Gefahrgut,STRING,"Mit diesem Merkmal soll eine generelle Aussage getroffen werden, ob der Artikel unter die Gefahrgutvorschriften fällt oder nicht.",f,LOW,""
137,3,Marke laut BattVO,STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
138,3,Marke laut ElektroG (EAR),STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
139,3,Anzahl Teile,INTEGER,"Besteht die bestellbare Einheit aus mehr als einem Teil, können Sie hier die Anzahl der Teile angeben.",f,LOW,St.
140,3,Besondere Merkmale,STRING,"Besonders hervorzuhebende bzw. verkaufsfördernde Eigenschaften Ihres Artikels. Diese kurze Stichwortangabe wird bei der automatischen Zusammensetzung der Artikelkurzbeschreibung (Überschrift) verwendet. Beispiele: ""mit Flockprint"", ""mit 2 unterschiedlich festen Liegeseiten"", ""nur Gehäuse""",f,HIGH,""
141,3,Set-Info,STRING,Zur Anzeige in der Kurzbezeichnung. Bitte kurz halten!,f,HIGH,""
142,3,Set-Typ,STRING,"Beachten Sie die Unterscheidung von ""Set"" und ""Packung""! Ein Set besteht aus mehreren UNTERSCHIEDLICHEN Produkttypen (z.B. Bezug, Vorleger und Matte), eine Packung besteht aus mehreren GLEICHEN Produkttypen (z.B. 4x Vorleger).",f,LOW,""
143,3,Modellbezeichnung,STRING,Relevant für EEK,f,LOW,""
144,4,Einsatzbereich,STRING,Beschreibt die Ausstattung des Produkts,t,LOW,""
145,4,Ausstattung,STRING,Ausstattung,t,LOW,""
146,4,Funktionen,STRING,Beschreibt die Funktionen des Produkts,f,LOW,""
147,4,Farbe,STRING,Farbe,f,HIGH,""
148,4,Geeignet für,STRING,"",t,MEDIUM,""
149,4,Anwendung,STRING,Anwendung,t,HIGH,""
150,4,Durchmesser Anschluss,STRING,Anschlussbreite,f,LOW,""""
151,4,Anzahl Akkus,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Akkus eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
152,4,Anzahl Teile,INTEGER,Anzahl Teile,f,LOW,tlg.
153,4,Besondere Merkmale,STRING,Bitte beachten Sie die Zeichenbegrenzung von maximal 70 Zeichen für dieses Merkmal.,f,LOW,""
154,4,Serie,STRING,"Produkte mit demselben Eintrag in “Serie” und “Marke”, werden unter ""Mehr aus der Serie"" angezeigt. Des Weiteren wird der Serienname im Filter “Serie” aufgeführt. Wenn es sich nicht um den offiziellen Seriennamen handelt, kann das Merkmal ""Serie Technischer Name"" gepflegt werden, damit die Produkte unter ""Mehr aus der Serie"" angezeigt werden.",f,HIGH,""
155,4,Set-Info,STRING,Zur Anzeige in der Kurzbezeichnung. Bitte kurz halten!,f,LOW,""
156,4,Set-Typ,STRING,Set-Typ,f,LOW,""
157,4,Modellbezeichnung,STRING,Relevant für EEK,f,LOW,""
158,4,Breite,FLOAT,Breite,f,LOW,cm
159,4,Höhe,FLOAT,Höhe,f,LOW,cm
160,4,Länge,FLOAT,Länge,f,LOW,cm
161,4,Gewicht,FLOAT,Gewicht,f,LOW,kg
162,4,Typ Aufnahme,STRING,"",f,HIGH,""
163,4,Meißelverstellung,INTEGER,"",f,LOW,fach
164,4,Schlagzahl minimal,FLOAT,Für Bohrhammer,f,LOW,Schläge/min
165,4,Schlagzahl maximal,FLOAT,"",f,LOW,Schläge/min
166,4,Schwingungsemissionswert,FLOAT,"",f,LOW,m/s²
167,4,Schutzart,STRING,"",t,LOW,""
168,4,Schutzklasse,INTEGER,"",f,LOW,""
169,4,Schlagenergie maximal,FLOAT,"",f,LOW,J
170,4,Schlagenergie minimal,FLOAT,"",f,LOW,J
171,4,Arbeitsdruck maximal,INTEGER,"",f,LOW,bar
172,4,Arbeitsdruck minimal,INTEGER,"",f,LOW,bar
173,4,Betriebsdruck maximal,FLOAT,"",f,LOW,bar
174,4,Luftverbrauch,FLOAT,"",f,LOW,l/min
175,4,Durchmesser Aufnahmeschaft,FLOAT,"",f,LOW,mm
176,4,WEEE-Reg.-Nr. DE,INTEGER,"WEEE (Waste of Electrical and Electronic Equipment) erforderlich bei ElektroG-relevanten Produkten (Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten)",f,LOW,""
177,4,Art Stromversorgung,STRING,"",t,HIGH,""
178,4,Kabellänge,FLOAT,Länge des Stromkabels,f,LOW,m
179,4,Spannung,STRING,Bei Stromversorgung über Stromkabel,t,LOW,V
180,4,Typ Netzstecker,STRING,Wählen Sie den am Produkt verwendeten Netzstecker aus der Liste aus. Diese Information wird zur Einsatzsteuerung und Kundeninformation verwendet.,f,LOW,""
181,4,Leistung maximal,FLOAT,Leistung bei Betrieb über Kabel,f,LOW,W
182,4,Akkukapazität,FLOAT,"Die Kapazität der verbauten Akkus wird nicht nur zur Information der Kunden benötigt, sondern ist auch in der Logistik von Gefahrstoffen (dazu gehören auch Akkus) eine wichtige Information.",f,LOW,Ah
183,4,Akkulaufzeit maximal,FLOAT,"",f,LOW,Std.
184,4,Batterie-/Akku-Technologie,STRING,Die Bauart der Akkus und ihre chemische Zusammensetzung sind wichtige Informationen in der Logistik für Gefahrstoffe. Auch als Kundeninformation wichtig.,t,LOW,""
185,4,Spannung Akku,FLOAT,"Spannung des Akkus in Volt. Relevant als Kundeninformation. Beachten Sie: Wird das Merkmal „Spannung Akku“ gewählt, muss auch die „Leistung Akku“ angegeben werden. Hierdurch ist eine Berechnung der Akkukapazität möglich.",f,HIGH,V
186,4,Leistung Akku,FLOAT,"Leistung des Akkus, Information für Kunden. Siehe auch Merkmal ""Spannung Akku"".",f,LOW,Wh
187,4,Anzahl Batterien,INTEGER,Bitte die Stückzahl der verbauten oder beigelegten Batterien eintragen. Diese Angabe wird für die Gefahrstoff-Logistik und zur Kundeninformation benötigt.,f,LOW,St.
188,4,Lieferzustand Batterien / Akkus,STRING,"Geben sie bitte an, ob sich Akkus oder Batteries im Gerät oder in der Verpackung befinden bzw. diese festverbaut sind.",t,LOW,""
189,4,Herstellergarantie,STRING,"",f,LOW,""
190,4,Lieferumfang,STRING,"",t,LOW,""
191,4,Sprachen Bedienungs-/Aufbauanleitung,STRING,"Wählen Sie hier aus der Liste der möglichen Sprachen diejenigen aus, in der eine Bedienungs-/Aufbauanleitung vorliegt.",t,LOW,""
192,4,Artikelhinweis,STRING,"",f,LOW,""
193,4,Lieferhinweise,STRING,Hinweise zur Anlieferung,f,LOW,""
194,4,Warnhinweise,STRING,"Wählen Sie einen oder mehrere Warnhinweise aus der Liste aus, die in gleicher Form auch am Produkt angebracht sind (häufig bei Spielwaren zu finden).",t,LOW,""
195,4,Bedingte Herstellergarantie,STRING,Garantien auf Teilbereiche des Produktes oder unter bestimmten Bedingungen,f,LOW,""
196,4,Herstellergarantie Gesamtprodukt,FLOAT,"Gültig für das gesamte Produkt, nicht Teilbereiche oder unter bestimmten Bedingungen",f,LOW,Jahr(e)
197,4,Informationen zur Datennutzung (nach EU Data Act),STRING,Hinweis zur Daten Nutzung und Weitergabe an Dritte und Möglichkeit der Einsicht,f,LOW,""
198,4,Grundfarbe,STRING,Grundfarbe,f,HIGH,""
199,4,Kurzlink Blauer Engel,STRING,"Die Nutzung des BLAUER ENGEL Logos ist nur in Verbindung mit einem Kurzlink zulässig, der die BLAUER ENGEL Internetadresse und die Nummer der Vergabekriterien (UZ-Nummer) anzeigt.",f,LOW,""
200,4,Nachhaltigkeitssiegel,STRING,Die Anzeige der Siegel auf Otto.de erfolgt erst nach erfolgreicher Validierung der Zertifizierung. Alle Informationen dazu finden Sie im Helpdesk.,t,LOW,""
201,4,Batterieart laut BattVO,STRING,Art der Batterie nach Batterieverordnung 2023,f,LOW,""
202,4,Batt-Reg.-Nr. DE,INTEGER,EAR-Registrierungsnummer zur BattVO,f,LOW,""
203,4,Geräteart laut ElektroG,STRING,"ElektroG (Elektro- und Elektronikgerätegesetz): Gesetz über das Inverkehrbringen, die Rücknahme und die umweltverträgliche Entsorgung von Elektro- und Elektronikgeräten",f,LOW,""
204,4,Marke laut BattVO,STRING,Abweichender Markenname in der EAR-Datenbank,f,LOW,""
205,4,Marke laut ElektroG (EAR),STRING,Abweichender Markenname in der EAR-Datenbank,f,HIGH,""
206,4,Relevanz Gefahrgut,STRING,"Mit diesem Merkmal soll eine generelle Aussage getroffen werden, ob der Artikel unter die Gefahrgutvorschriften fällt oder nicht.",f,LOW,""
207,5,Zubehör passend für,STRING,"Verweise auf separat bestellbare Artikel, für die das anliegende Produkt Zubehör ist.",f,HIGH,""
208,5,Weitere Vorteile,STRING,"Als Kurztext beschriebene, hervorhebenswerte Eigenschaften, die nicht bereits durch die übrigen Merkmale beschrieben sind.",t,LOW,""
209,5,Lieferumfang,STRING,"",t,LOW,""
210,5,Anzahl Teile,INTEGER,Anzahl Teile,f,LOW,tlg.
211,5,Einsatzgebiete,STRING,"",t,HIGH,""
212,5,Set-Info,STRING,Zur Anzeige in der Kurzbezeichnung. Bitte kurz halten!,t,HIGH,""
213,5,Set-Typ,STRING,Set-Typ,f,LOW,""
214,5,Höhe,FLOAT,Höhe,f,HIGH,cm
215,5,Breite,FLOAT,Breite,f,HIGH,cm
216,5,Tiefe,FLOAT,Tiefe,f,HIGH,cm
217,5,Durchmesser,FLOAT,"",f,LOW,cm
218,5,Gewicht,FLOAT,Gewicht,f,LOW,g
219,5,Lochabstand,FLOAT,"",f,LOW,mm
220,5,Farbe,STRING,Farbe,f,HIGH,""
221,5,Material,STRING,Material,f,HIGH,""
222,5,Grundfarbe,STRING,Grundfarbe,f,HIGH,""
223,5,Passend für,STRING,Passend für,f,MEDIUM,""
224,5,Serie,STRING,"Produkte mit demselben Eintrag in “Serie” und “Marke”, werden unter ""Mehr aus der Serie"" angezeigt. Des Weiteren wird der Serienname im Filter “Serie” aufgeführt. Wenn es sich nicht um den offiziellen Seriennamen handelt, kann das Merkmal ""Serie Technischer Name"" gepflegt werden, damit die Produkte unter ""Mehr aus der Serie"" angezeigt werden.",f,LOW,""
225,5,Modellbezeichnung,STRING,Relevant für EEK,f,LOW,""
226,5,Herstellergarantie,STRING,"",f,LOW,""
227,5,Warnhinweise,STRING,"Wählen Sie einen oder mehrere Warnhinweise aus der Liste aus, die in gleicher Form auch am Produkt angebracht sind (häufig bei Spielwaren zu finden).",t,LOW,""
228,5,Bedingte Herstellergarantie,STRING,Garantien auf Teilbereiche des Produktes oder unter bestimmten Bedingungen,f,LOW,""
