id,group_id,attribute_id
3488,418,20534
3489,418,20535
3490,418,20536
3491,418,20537
3492,418,20538
3493,418,20539
3494,418,20558
3495,418,20559
3496,418,20560
3497,418,20561
3498,418,20565
3499,418,20566
3500,418,20567
3501,418,20568
3502,418,20578
3503,418,20580
3504,418,20583
3505,418,20584
3506,418,20588
3507,419,20626
3508,419,20627
3509,419,20629
3510,419,20630
3511,419,20631
3512,419,20632
3513,419,20639
3514,420,20653
3515,420,20654
3516,420,20682
3517,421,20690
3518,421,20691
3519,421,20696
3520,421,20699
3521,421,20700
3522,421,20701
3523,421,20702
3524,421,20710
3525,422,20737
3526,422,20744
3527,422,20752
3528,422,20753
3529,422,20758
3530,422,20759
3531,422,20760
3532,422,20771
3533,422,20786
3534,422,20789
3535,423,20804
3536,423,20806
3537,423,20808
3538,423,20814
3539,423,20815
3540,423,20816
3541,423,20817
3542,424,20838
3543,424,20844
3544,424,20865
3545,424,20866
3546,424,20867
3547,424,20871
3548,424,20875
3549,424,20883
3550,425,20895
3551,425,20896
3552,425,20910
3553,425,20915
3554,426,20932
3555,426,20933
3556,426,20934
3557,426,20935
3558,426,20936
3559,426,20940
3560,426,20946
3561,426,20947
3562,426,20948
3563,426,20950
3564,427,20961
3565,427,20962
3566,427,20966
3567,427,20972
3568,427,20973
3569,427,20974
3570,427,20975
3571,428,20984
3572,428,20985
3573,428,20986
3574,428,20993
3575,428,20995
3576,428,20997
3577,428,21004
3578,428,21007
3579,429,21020
3580,429,21032
3581,429,21042
3582,429,21043
3583,429,21058
3584,429,21059
3585,430,21092
3586,430,21098
3587,430,21099
3588,430,21110
3589,430,21111
3590,430,21126
3591,430,21129
3592,431,21158
3593,431,21163
3594,431,21164
3595,431,21173
3596,431,21176
3597,431,21178
3598,432,21196
3599,432,21202
3600,432,21203
3601,432,21205
3602,432,21206
3603,432,21207
3604,433,21219
3605,433,21220
3606,433,21221
3607,433,21224
3608,433,21230
3609,433,21231
3610,433,21232
3611,433,21233
3612,434,21258
3613,434,21260
3614,434,21261
3615,434,21262
3616,434,21270
3617,434,21271
3618,435,21277
3619,435,21278
3620,435,21280
3621,435,21281
3622,435,21282
3623,435,21283
3624,435,21292
3625,436,21301
3626,436,21313
3627,436,21314
3628,437,21326
3629,437,21328
3630,437,21330
3631,437,21336
3632,437,21337
3633,437,21338
3634,437,21340
3635,438,21348
3636,438,21350
3637,438,21352
3638,438,21358
3639,438,21359
3640,438,21360
3641,438,21361
3642,439,21371
3643,439,21372
3644,439,21378
3645,439,21382
3646,439,21384
3647,440,21403
3648,440,21409
3649,440,21410
3650,440,21411
3651,440,21414
3652,440,21416
3653,440,21421
3654,441,21432
3655,441,21441
3656,441,21447
3657,441,21448
3658,441,21449
3659,441,21463
3660,442,21486
3661,442,21489
3662,442,21528
3663,442,21529
3664,442,21618
3665,442,21645
3666,442,21646
3667,443,21661
3668,443,21662
3669,443,21663
3670,443,21664
3671,443,21665
3672,443,21667
3673,443,21669
3674,443,21679
3675,444,21686
3676,444,21691
3677,444,21692
3678,444,21693
3679,444,21706
3680,444,21707
3681,444,21718
3682,444,21722
3683,445,21733
3684,445,21740
3685,445,21741
3686,445,21742
3687,445,21745
3688,445,21746
3689,445,21747
3690,445,21751
3691,445,21757
3692,445,21758
3693,446,21777
3694,446,21782
3695,446,21783
3696,446,21803
3697,447,21812
3698,447,21815
3699,447,21816
3700,447,21818
3701,447,21820
3702,447,21821
3703,447,21822
3704,448,21842
3705,448,21849
3706,448,21851
3707,448,21852
3708,448,21853
3709,448,21866
3710,448,21867
3711,448,21868
3712,448,21869
3713,448,21870
3714,448,21871
3715,448,21872
3716,448,21884
3717,448,21885
3718,448,21888
3719,448,21889
3720,448,21893
3721,448,21894
3722,448,21895
3723,448,21896
3724,448,21917
3725,448,21918
3726,449,21937
3727,449,21938
3728,449,21941
3729,449,21947
3730,449,21948
3731,449,21949
3732,449,21951
3733,450,21963
3734,450,21969
3735,450,21971
3736,450,21976
3737,450,21977
3738,451,21997
3739,451,22000
3740,451,22001
3741,451,22005
3742,451,22010
3743,451,22011
3744,451,22013
3745,451,22014
3746,451,22021
3747,451,22022
3748,452,22032
3749,452,22041
3750,452,22042
3751,452,22050
3752,452,22051
3753,452,22052
3754,452,22054
3755,452,22062
3756,453,22080
3757,453,22082
3758,453,22105
3759,453,22106
3760,453,22107
3761,453,22110
3762,453,22111
3763,453,22113
3764,453,22114
3765,453,22130
3766,454,22148
3767,454,22150
3768,454,22151
3769,454,22152
3770,454,22153
3771,454,22154
3772,454,22155
3773,454,22163
3774,455,22178
3775,455,22184
3776,455,22185
3777,455,22187
3778,455,22188
3779,455,22190
3780,455,22191
3781,455,22206
3782,455,22208
3783,456,22216
3784,456,22227
3785,456,22229
3786,456,22230
3787,456,22234
3788,456,22239
3789,456,22242
3790,456,22243
3791,456,22265
3792,456,22266
3793,456,22274
3794,457,22281
3795,457,22282
3796,457,22285
3797,457,22291
3798,457,22292
3799,457,22293
3800,457,22295
3801,458,22304
3802,458,22305
3803,458,22308
3804,458,22312
3805,458,22318
3806,458,22319
3807,458,22320
3808,458,22322
3809,459,22335
3810,459,22341
3811,459,22347
3812,459,22348
3813,459,22349
3814,459,22352
3815,459,22354
3816,460,22377
3817,460,22378
3818,460,22385
3819,460,22386
3820,460,22388
3821,460,22391
3822,460,22393
3823,460,22400
3824,461,22420
3825,461,22421
3826,461,22437
3827,462,22449
3828,462,22456
3829,462,22462
3830,462,22463
3831,462,22465
3832,462,22466
3833,462,22469
3834,462,22470
3835,462,22471
3836,462,22487
3837,463,22496
3838,463,22498
3839,463,22507
3840,463,22508
3841,463,22509
3842,463,22510
3843,463,22511
3844,463,22513
3845,463,22514
3846,463,22515
3847,463,22532
3848,463,22533
3849,463,22538
3850,463,22540
3851,464,22555
3852,464,22562
3853,464,22563
3854,464,22568
3855,464,22569
3856,464,22570
3857,465,22580
3858,465,22581
3859,465,22585
3860,465,22586
3861,465,22588
3862,465,22591
3863,465,22593
3864,465,22594
3865,466,22618
3866,466,22619
3867,466,22622
3868,466,22625
3869,466,22626
3870,466,22644
3871,466,22645
3872,466,22646
3873,466,22647
3874,466,22648
3875,466,22651
3876,466,22657
3877,467,22686
3878,467,22692
3879,467,22693
3880,467,22694
3881,467,22695
3882,467,22697
3883,467,22698
3884,467,22699
3885,468,22712
3886,468,22730
3887,468,22731
3888,468,22736
3889,468,22747
3890,468,22748
3891,468,22749
3892,468,22754
3893,468,22759
3894,468,22788
3895,468,22790
3896,469,22793
3897,469,22800
3898,469,22801
3899,469,22804
3900,469,22805
3901,469,22808
3902,469,22809
3903,470,22824
3904,470,22829
3905,470,22836
3906,470,22837
3907,470,22842
3908,470,22843
3909,470,22844
3910,470,22850
3911,470,22854
3912,471,22874
3913,471,22876
3914,471,22877
3915,471,22878
3916,471,22880
3917,471,22881
3918,471,22888
3919,471,22896
3920,471,22918
3921,472,22930
3922,472,22934
3923,472,22938
3924,472,22949
3925,472,22955
3926,472,22956
3927,472,22957
3928,472,22958
3929,472,22971
3930,472,22972
3931,473,22992
3932,473,23013
3933,473,23047
3934,473,23100
3935,473,23101
3936,473,23102
3937,473,23118
3938,473,23119
3939,473,23139
3940,474,23148
3941,474,23149
3942,474,23162
3943,474,23170
3944,474,23171
3945,474,23172
3946,474,23179
3947,475,23189
3948,475,23191
3949,475,23197
3950,475,23198
3951,475,23200
3952,475,23201
3953,475,23202
3954,476,23216
3955,476,23225
3956,476,23226
3957,476,23227
3958,476,23228
3959,476,23230
3960,476,23231
3961,476,23232
3962,476,23234
3963,476,23242
3964,476,23243
3965,477,23261
3966,477,23263
3967,477,23269
3968,477,23270
3969,477,23271
3970,477,23272
3971,477,23274
3972,477,23275
3973,477,23276
3974,477,23279
3975,478,23296
3976,478,23302
3977,478,23303
3978,478,23304
3979,478,23305
3980,478,23306
3981,478,23321
3982,478,23325
3983,479,23349
3984,479,23355
3985,479,23356
3986,479,23358
3987,479,23359
3988,479,23360
3989,479,23361
3990,480,23374
3991,480,23376
3992,480,23382
3993,480,23383
3994,480,23385
3995,480,23386
3996,480,23387
3997,480,23388
3998,481,23400
3999,481,23401
4000,481,23403
4001,481,23404
4002,481,23405
4003,481,23406
4004,481,23413
4005,481,23427
4006,481,23428
4007,481,23431
4008,481,23436
4009,482,23443
4010,482,23444
4011,482,23445
4012,482,23446
4013,482,23447
4014,482,23449
4015,482,23451
4016,482,23459
4017,483,23465
4018,483,23466
4019,483,23468
4020,483,23469
4021,483,23470
4022,483,23471
4023,483,23480
4024,484,23488
4025,484,23504
4026,484,23510
4027,484,23511
4028,484,23513
4029,484,23514
4030,484,23515
4031,485,23526
4032,485,23527
4033,485,23532
4034,485,23533
4035,485,23535
4036,485,23536
4037,485,23538
4038,485,23539
4039,485,23546
4040,485,23547
4041,485,23557
4042,486,23562
4043,486,23563
4044,486,23565
4045,486,23566
4046,486,23567
4047,486,23569
4048,486,23573
4049,486,23591
4050,486,23599
4051,486,23602
4052,486,23618
4053,487,23630
4054,487,23632
4055,487,23635
4056,487,23636
4057,487,23637
4058,487,23638
4059,487,23641
4060,487,23642
4061,488,23669
4062,488,23670
4063,488,23677
4064,488,23678
4065,488,23687
4066,489,23695
4067,489,23701
4068,489,23702
4069,489,23703
4070,489,23704
4071,489,23708
4072,489,23709
4073,490,23724
4074,490,23725
4075,490,23727
4076,490,23733
4077,490,23734
4078,490,23736
4079,490,23737
4080,490,23738
4081,490,23739
4082,491,23751
4083,491,23752
4084,491,23758
4085,491,23764
4086,491,23765
4087,491,23767
4088,491,23775
4089,491,23801
4090,491,23802
4091,491,23816
4092,491,23840
4093,491,23843
4094,492,23846
4095,492,23847
4096,492,23852
4097,492,23853
4098,492,23854
4099,492,23855
4100,492,23862
4101,493,23868
4102,493,23869
4103,493,23872
4104,493,23878
4105,493,23879
4106,493,23880
4107,493,23881
4108,494,23889
4109,494,23891
4110,494,23897
4111,494,23898
4112,494,23903
4113,494,23904
4114,495,23924
4115,495,23930
4116,495,23940
4117,495,23941
4118,495,23942
4119,495,23958
4120,495,23962
4121,495,23967
4122,496,23979
4123,496,23980
4124,496,23987
4125,496,23988
4126,496,23989
4127,496,23991
4128,496,23992
4129,496,23993
4130,496,24009
4131,496,24013
4132,497,24037
4133,497,24041
4134,497,24045
4135,497,24049
4136,497,24055
4137,497,24056
4138,497,24057
4139,497,24058
4140,498,24081
4141,498,24082
4142,498,24084
4143,498,24085
4144,498,24086
4145,498,24087
4146,498,24090
4147,499,24113
4148,499,24120
4149,499,24160
4150,499,24161
4151,499,24164
4152,499,24174
4153,499,24188
4154,499,24193
4155,500,24204
4156,500,24205
4157,500,24209
4158,500,24215
4159,500,24216
4160,501,24236
4161,501,24237
4162,501,24238
4163,501,24239
4164,501,24240
4165,501,24243
4166,501,24244
4167,501,24256
4168,502,24261
4169,502,24262
4170,502,24266
4171,502,24273
4172,502,24274
4173,502,24275
4174,502,24276
4175,502,24278
4176,502,24306
4177,502,24309
4178,503,24313
4179,503,24314
4180,503,24316
4181,503,24317
4182,503,24318
4183,503,24319
4184,503,24322
4185,503,24323
4186,503,24329
4187,503,24331
4188,503,24341
4189,504,24356
4190,504,24357
4191,504,24361
4192,504,24367
4193,504,24368
4194,504,24369
4195,504,24371
4196,505,24389
4197,505,24394
4198,505,24395
4199,505,24397
4200,505,24398
4201,505,24400
4202,505,24401
4203,505,24402
4204,505,24410
4205,506,24417
4206,506,24418
4207,506,24424
4208,506,24443
4209,506,24444
4210,507,24449
4211,507,24454
4212,507,24457
4213,507,24460
4214,507,24463
4215,508,24478
4216,508,24482
4217,508,24484
4218,508,24486
4219,508,24489
4220,509,24505
4221,509,24506
4222,509,24510
4223,509,24516
4224,509,24517
4225,509,24518
4226,509,24524
4227,509,24527
4228,510,24551
4229,510,24560
4230,510,24561
4231,510,24565
4232,510,24567
4233,510,24568
4234,511,24599
4235,511,24600
4236,511,24601
4237,511,24602
4238,511,24603
4239,511,24605
4240,511,24606
4241,511,24608
4242,511,24609
4243,511,24610
4244,511,24611
4245,511,24612
4246,511,24623
4247,511,24630
4248,511,24631
4249,512,24655
4250,512,24661
4251,512,24662
4252,512,24663
4253,512,24670
4254,512,24673
4255,513,24684
4256,513,24685
4257,513,24687
4258,513,24688
4259,513,24689
4260,513,24690
4261,513,24697
4262,514,24702
4263,514,24703
4264,514,24709
4265,514,24710
4266,514,24711
4267,514,24712
4268,514,24719
4269,515,24730
4270,515,24731
4271,515,24733
4272,515,24738
4273,515,24745
4274,515,24749
4275,516,24760
4276,516,24761
4277,516,24762
4278,516,24764
4279,516,24765
4280,516,24767
4281,516,24774
4282,516,24778
4283,517,24785
4284,517,24789
4285,517,24798
4286,517,24799
4287,517,24800
4288,517,24801
4289,518,24811
4290,518,24817
4291,518,24818
4292,518,24819
4293,518,24822
4294,518,24824
4295,518,24825
4296,519,24846
4297,519,24854
4298,519,24855
4299,519,24856
4300,519,24858
4301,519,24863
4302,520,24905
4303,520,24912
4304,520,24916
4305,520,24919
4306,520,24921
4307,521,24932
4308,521,24933
4309,521,24934
4310,521,24946
4311,521,24954
4312,521,24955
4313,521,24959
4314,521,24961
4315,521,24962
4316,522,24982
4317,522,24983
4318,522,24986
4319,522,24994
4320,522,24995
4321,522,24996
4322,522,24997
4323,522,24999
4324,523,25010
4325,523,25014
4326,524,25025
4327,524,25026
4328,524,25028
4329,524,25029
4330,524,25030
4331,524,25031
4332,524,25039
4333,525,25046
4334,525,25047
4335,525,25049
4336,525,25050
4337,525,25051
4338,525,25052
4339,525,25063
4340,526,25106
4341,526,25137
4342,526,25150
4343,526,25151
4344,526,25160
4345,526,25161
4346,526,25162
4347,526,25167
4348,527,25190
4349,527,25191
4350,527,25192
4351,527,25194
4352,527,25195
4353,527,25202
4354,527,25203
4355,527,25217
4356,528,25247
4357,528,25255
4358,528,25256
4359,528,25257
4360,528,25259
4361,528,25264
4362,528,25267
4363,529,25314
4364,529,25321
4365,529,25325
4366,530,25347
4367,530,25360
4368,530,25361
4369,530,25362
4370,530,25363
4371,530,25364
4372,530,25365
4373,530,25368
4374,530,25369
4375,530,25370
4376,530,25372
4377,530,25373
4378,531,25384
4379,531,25386
4380,531,25392
4381,531,25393
4382,531,25394
4383,531,25443
4384,531,25453
4385,531,25457
4386,531,25459
4387,531,25481
4388,532,25485
4389,532,25501
4390,532,25581
4391,532,25584
4392,533,25600
4393,533,25609
4394,533,25611
4395,534,25632
4396,534,25649
4397,534,25650
4398,534,25651
4399,534,25656
4400,535,25674
4401,535,25682
4402,535,25689
4403,535,25690
4404,535,25691
4405,535,25693
4406,535,25696
4407,535,25697
4408,535,25702
4409,536,25725
4410,536,25734
4411,536,25735
4412,536,25736
4413,536,25737
4414,536,25740
4415,536,25741
4416,536,25758
4417,536,25759
4418,536,25760
4419,536,25764
4420,537,25774
4421,537,25781
4422,537,25801
4423,537,25803
4424,537,25807
4425,537,25811
4426,537,25816
4427,537,25817
4428,537,25818
4429,537,25820
4430,537,25821
4431,538,25845
4432,538,25854
4433,538,25855
4434,538,25856
4435,538,25857
4436,538,25859
4437,538,25861
4438,538,25882
4439,538,25885
4440,538,25891
4441,538,25913
4442,538,25922
4443,539,25931
4444,539,25937
4445,539,25939
4446,539,25940
4447,539,25941
4448,539,25948
4449,539,25960
4450,540,25968
4451,540,25969
4452,540,25971
4453,540,25972
4454,540,25981
4455,540,25990
4456,540,25991
4457,540,25992
4458,540,25993
4459,540,26012
4460,541,26017
4461,541,26019
4462,541,26026
4463,541,26027
4464,541,26032
4465,541,26033
4466,541,26034
4467,542,26049
4468,542,26061
4469,542,26064
4470,542,26066
4471,542,26067
4472,542,26069
4473,542,26070
4474,542,26071
4475,542,26072
4476,542,26073
4477,542,26075
4478,542,26084
4479,542,26087
4480,542,26095
4481,542,26097
4482,542,26098
4483,543,26119
4484,543,26120
4485,543,26131
4486,543,26135
4487,543,26141
4488,544,26146
4489,544,26149
4490,544,26161
4491,544,26168
4492,545,26172
4493,545,26176
4494,545,26186
4495,545,26194
4496,545,26195
4497,545,26199
4498,545,26200
4499,545,26201
4500,545,26203
4501,545,26204
4502,545,26205
4503,545,26206
4504,545,26207
4505,546,26227
4506,546,26234
4507,546,26235
4508,546,26237
4509,546,26245
4510,546,26267
4511,546,26300
4512,546,26303
4513,547,26310
4514,547,26311
4515,547,26314
4516,547,26320
4517,547,26321
4518,547,26322
4519,547,26324
4520,548,26332
4521,548,26333
4522,548,26335
4523,548,26336
4524,548,26337
4525,548,26338
4526,548,26347
4527,549,26352
4528,549,26360
4529,549,26361
4530,549,26362
4531,549,26363
4532,549,26364
4533,549,26375
4534,549,26385
4535,549,26388
4536,550,26414
4537,550,26415
4538,550,26417
4539,550,26418
4540,550,26419
4541,550,26420
4542,550,26422
4543,550,26425
4544,550,26447
4545,550,26448
4546,551,26454
4547,551,26459
4548,551,26462
4549,551,26463
4550,551,26464
4551,551,26467
4552,551,26469
4553,552,26477
4554,552,26478
4555,552,26480
4556,552,26484
4557,553,26509
4558,553,26512
4559,553,26519
4560,553,26520
4561,553,26541
4562,553,26542
4563,553,26543
4564,553,26545
4565,553,26552
4566,553,26553
4567,554,26580
4568,554,26581
4569,554,26584
4570,554,26590
4571,554,26591
4572,554,26592
4573,554,26594
4574,555,26603
4575,555,26611
4576,555,26617
4577,555,26618
4578,555,26619
4579,555,26620
4580,555,26621
4581,555,26629
4582,555,26639
4583,555,26640
4584,555,26641
4585,555,26642
4586,555,26643
4587,555,26644
4588,556,26657
4589,556,26658
4590,556,26659
4591,556,26660
4592,556,26663
4593,556,26664
4594,556,26665
4595,556,26667
4596,556,26668
4597,556,26669
4598,556,26670
4599,556,26671
4600,556,26689
4601,556,26696
4602,556,26697
4603,557,26728
4604,557,26736
4605,557,26740
4606,557,26744
4607,557,26745
4608,557,26746
4609,557,26747
4610,557,26748
4611,557,26753
4612,557,26756
4613,557,26758
4614,557,26759
4615,557,26760
4616,557,26761
4617,557,26762
4618,557,26765
4619,557,26787
4620,557,26788
4621,558,26803
4622,558,26805
4623,558,26806
4624,558,26807
4625,558,26808
4626,558,26809
4627,558,26810
4628,558,26813
4629,558,26815
4630,558,26816
4631,558,26819
4632,558,26822
4633,558,26824
4634,558,26825
4635,558,26826
4636,558,26827
4637,558,26828
4638,558,26850
4639,558,26857
4640,558,26858
4641,559,26878
4642,559,26879
4643,559,26883
4644,559,26885
4645,559,26887
4646,559,26888
4647,559,26891
4648,559,26893
4649,559,26895
4650,559,26897
4651,559,26899
4652,559,26918
4653,559,26919
4654,560,26959
4655,560,26962
4656,560,26963
4657,560,26965
4658,560,26970
4659,560,26971
4660,560,26973
4661,560,26974
4662,561,26995
4663,561,26997
4664,561,27000
4665,561,27002
4666,561,27003
4667,561,27004
4668,561,27005
4669,561,27006
4670,561,27007
4671,561,27008
4672,561,27012
4673,561,27015
4674,561,27029
4675,562,27043
4676,562,27045
4677,562,27047
4678,562,27049
4679,562,27050
4680,562,27052
4681,562,27053
4682,563,27072
4683,563,27074
4684,563,27076
4685,563,27077
4686,563,27079
4687,563,27080
4688,563,27082
4689,563,27083
4690,564,27108
4691,564,27111
4692,564,27117
4693,564,27119
4694,565,27137
4695,565,27140
4696,565,27173
4697,565,27179
4698,565,27185
4699,565,27193
4700,565,27196
4701,565,27199
4702,565,27200
4703,565,27202
4704,565,27203
4705,566,27230
4706,566,27234
4707,566,27240
4708,566,27241
4709,566,27242
4710,566,27244
4711,566,27245
4712,567,27259
4713,567,27262
4714,567,27263
4715,567,27270
4716,567,27275
4717,567,27276
4718,567,27278
4719,567,27279
4720,567,27280
4721,567,27281
4722,568,27305
4723,568,27309
4724,568,27310
4725,568,27311
4726,568,27313
4727,568,27314
4728,569,27333
4729,569,27339
4730,569,27340
4731,569,27341
4732,569,27342
4733,569,27343
4734,569,27344
4735,569,27345
4736,569,27347
4737,569,27348
4738,569,27349
4739,570,27364
4740,570,27370
4741,570,27371
4742,570,27372
4743,570,27373
4744,570,27375
4745,570,27377
4746,570,27378
4747,570,27379
4748,571,27394
4749,571,27401
4750,571,27402
4751,571,27403
4752,571,27406
4753,571,27407
4754,571,27408
4755,571,27409
4756,572,27423
4757,572,27429
4758,572,27430
4759,572,27431
4760,572,27432
4761,572,27435
4762,572,27436
4763,572,27437
4764,572,27439
4765,573,27453
4766,573,27460
4767,573,27461
4768,573,27462
4769,573,27465
4770,573,27466
4771,573,27467
4772,573,27468
4773,574,27481
4774,574,27487
4775,574,27495
4776,574,27496
4777,574,27497
4778,574,27498
4779,574,27502
4780,574,27504
4781,574,27506
4782,574,27507
4783,574,27519
4784,575,27539
4785,575,27542
4786,575,27543
4787,575,27550
4788,575,27553
4789,575,27565
4790,575,27566
4791,575,27568
4792,575,27569
4793,575,27575
4794,575,27607
4795,576,27611
4796,576,27619
4797,576,27621
4798,576,27623
4799,576,27630
4800,576,27631
4801,576,27650
4802,577,27655
4803,577,27658
4804,577,27683
4805,577,27684
4806,577,27690
4807,577,27711
4808,578,27718
4809,578,27723
4810,578,27724
4811,578,27726
4812,578,27727
4813,578,27728
4814,578,27729
4815,578,27745
4816,578,27748
4817,579,27765
4818,579,27771
4819,579,27774
4820,579,27775
4821,579,27776
4822,579,27777
4823,579,27779
4824,579,27780
4825,579,27781
4826,580,27794
4827,580,27802
4828,580,27803
4829,580,27805
4830,580,27806
4831,580,27807
4832,580,27808
4833,581,27820
4834,581,27821
4835,581,27823
4836,581,27824
4837,581,27825
4838,581,27826
4839,581,27840
4840,582,27849
4841,582,27853
4842,582,27854
4843,582,27855
4844,582,27856
4845,582,27860
4846,582,27861
4847,583,27898
4848,583,27911
4849,583,27912
4850,583,27913
4851,583,27914
4852,583,27919
4853,583,27920
4854,583,27921
4855,584,27946
4856,584,27947
4857,584,27949
4858,584,27950
4859,584,27951
4860,584,27952
4861,584,27958
4862,584,27966
4863,585,27974
4864,585,27983
4865,585,27987
4866,585,28018
4867,585,28019
4868,585,28033
4869,585,28034
4870,585,28035
4871,585,28036
4872,585,28038
4873,586,28067
4874,586,28107
4875,586,28108
4876,586,28109
4877,586,28111
4878,587,28131
4879,587,28159
4880,587,28160
4881,587,28161
4882,587,28163
4883,588,28186
4884,588,28205
4885,588,28224
4886,588,28225
4887,588,28240
4888,588,28250
4889,588,28254
4890,589,28277
4891,589,28281
4892,589,28292
4893,589,28293
4894,589,28294
4895,589,28296
4896,589,28301
4897,590,28314
4898,590,28324
4899,590,28327
4900,590,28330
4901,590,28331
4902,590,28332
4903,590,28333
4904,590,28335
4905,590,28337
4906,590,28339
4907,591,28356
4908,591,28362
4909,591,28368
4910,591,28369
4911,591,28370
4912,591,28373
4913,591,28374
4914,591,28375
4915,592,28382
4916,592,28387
4917,592,28388
4918,592,28390
4919,592,28398
4920,592,28410
4921,592,28411
4922,592,28412
4923,592,28413
4924,592,28420
4925,592,28423
4926,593,28433
4927,593,28436
4928,593,28439
4929,593,28440
4930,593,28444
4931,593,28445
4932,593,28447
4933,593,28448
4934,593,28455
4935,593,28456
4936,593,28466
4937,594,28485
4938,594,28486
4939,594,28496
4940,595,28515
4941,595,28517
4942,595,28523
4943,595,28524
4944,595,28527
4945,596,28548
4946,596,28549
4947,596,28556
4948,596,28562
4949,596,28563
4950,596,28564
4951,596,28565
4952,596,28567
4953,597,28577
4954,597,28578
4955,597,28580
4956,597,28581
4957,597,28582
4958,597,28583
4959,597,28585
4960,597,28592
4961,597,28599
4962,597,28600
4963,598,28620
4964,598,28625
4965,598,28637
4966,598,28640
4967,598,28648
4968,598,28652
4969,598,28654
4970,598,28655
4971,598,28670
4972,598,28677
4973,598,28680
4974,599,28715
4975,599,28722
4976,599,28723
4977,599,28734
4978,599,28739
4979,599,28742
4980,599,28743
4981,599,28744
4982,599,28746
4983,599,28748
4984,599,28749
4985,599,28750
4986,600,28767
4987,600,28768
4988,600,28771
4989,600,28779
4990,600,28780
4991,600,28781
4992,600,28783
4993,601,28796
4994,601,28802
4995,601,28803
4996,601,28804
4997,601,28805
4998,601,28811
4999,601,28813
5000,601,28814
5001,602,28828
5002,602,28829
5003,602,28830
5004,602,28831
5005,602,28833
5006,602,28835
5007,602,28836
5008,602,28838
5009,602,28844
5010,602,28850
5011,602,28851
5012,603,28878
5013,603,28879
5014,603,28880
5015,603,28882
5016,603,28883
5017,603,28888
5018,603,28892
5019,604,28897
5020,604,28899
5021,604,28903
5022,604,28904
5023,604,28958
5024,604,28977
5025,605,28987
5026,605,28988
5027,605,29008
5028,605,29009
5029,605,29010
5030,606,29042
5031,606,29045
5032,606,29046
5033,606,29047
5034,606,29048
5035,606,29050
5036,606,29051
5037,607,29065
5038,607,29070
5039,607,29071
5040,607,29072
5041,607,29073
5042,607,29075
5043,607,29076
5044,608,29089
5045,608,29090
5046,608,29091
5047,608,29092
5048,608,29093
5049,608,29095
5050,608,29098
5051,608,29099
5052,608,29104
5053,609,29132
5054,609,29145
5055,609,29146
5056,609,29149
5057,609,29150
5058,609,29151
5059,609,29152
5060,609,29169
5061,610,29190
5062,610,29194
5063,610,29208
5064,610,29209
5065,610,29210
5066,610,29212
5067,610,29214
5068,611,29229
5069,611,29232
5070,611,29234
5071,611,29289
5072,611,29400
5073,612,29415
5074,612,29428
5075,612,29429
5076,612,29430
5077,612,29432
5078,612,29433
5079,613,29450
5080,613,29456
5081,613,29457
5082,613,29463
5083,613,29464
5084,614,29483
5085,614,29490
5086,614,29491
5087,614,29503
5088,614,29504
5089,614,29505
5090,614,29522
5091,615,29527
5092,615,29532
5093,615,29533
5094,615,29534
5095,615,29535
5096,615,29539
5097,615,29551
5098,615,29563
5099,615,29564
5100,616,29570
5101,616,29572
5102,616,29575
5103,616,29576
5104,617,29588
5105,617,29590
5106,617,29597
5107,617,29600
5108,617,29602
5109,617,29615
5110,617,29619
5111,617,29620
5112,617,29621
5113,617,29624
5114,617,29625
5115,617,29637
5116,617,29638
5117,618,29656
5118,618,29668
5119,618,29669
5120,619,29680
5121,619,29687
5122,619,29689
5123,619,29691
5124,619,29692
5125,619,29694
5126,620,29701
5127,620,29704
5128,621,29723
5129,621,29724
5130,621,29726
5131,621,29733
5132,621,29734
5133,621,29735
5134,621,29737
5135,621,29741
5136,621,29743
5137,621,29746
5138,621,29767
5139,622,29776
5140,622,29792
5141,622,29800
5142,622,29803
5143,622,29805
5144,622,29819
5145,622,29820
5146,622,29821
5147,623,29846
5148,623,29866
5149,623,29867
5150,623,29880
5151,623,29881
5152,624,29899
5153,624,29906
5154,624,29907
5155,624,29908
5156,624,29912
5157,624,29914
5158,624,29917
5159,625,29937
5160,625,29950
5161,625,29952
5162,625,29960
5163,626,29985
5164,626,29986
5165,626,29989
5166,626,29995
5167,626,29996
5168,626,29997
5169,626,29999
5170,627,30006
5171,627,30007
5172,627,30009
5173,627,30010
5174,627,30011
5175,627,30012
5176,627,30021
5177,628,30027
5178,628,30031
5179,628,30037
5180,628,30038
5181,628,30039
5182,628,30040
5183,628,30041
5184,628,30043
5185,628,30055
5186,628,30056
5187,628,30079
5188,629,30089
5189,629,30090
5190,629,30091
5191,629,30092
5192,629,30097
5193,629,30103
5194,629,30104
5195,629,30105
5196,629,30108
5197,629,30115
5198,630,30130
5199,630,30131
5200,630,30135
5201,630,30136
5202,630,30140
5203,630,30142
5204,630,30143
5205,631,30159
5206,631,30183
5207,631,30185
5208,632,30192
5209,632,30195
5210,632,30201
5211,632,30202
5212,632,30204
5213,632,30205
5214,632,30207
5215,632,30208
5216,632,30217
5217,632,30218
5218,633,30234
5219,633,30236
5220,633,30237
5221,633,30258
5222,633,30261
5223,633,30262
5224,633,30263
5225,633,30274
5226,633,30293
5227,633,30294
5228,634,30320
5229,634,30321
5230,635,30339
5231,635,30358
5232,635,30364
5233,635,30365
5234,635,30366
5235,635,30371
